id_contrato;cpf;dt_contratacao;produto;canal_originacao;valor_contratado;prazo_meses;taxa_juros_am;limite_aprovado;score_bureau;renda_declarada;idade;uf;sexo;status_contrato;fpd_15;over30_3m;over60_6m
C0016767;XAM6N8SDVCY;23/10/2025;Empréstimo Pessoal;Site;R$ 353,23;6;17,55;R$ 586,12;450;R$ 2.710,00;39;RJ;F;Quitado;0;1;SIM
C0036708;BVDV79LVNNA;14/07/2025;CDC;Site;R$ 829,46;12;7,65;R$ 1.065,61;576;R$ 3.230,00;31;SP;F;Quitado;0;0;NAO
C0025048;KCH76AMPZCB;28/09/2025;Empréstimo Pessoal;Loja;R$ 781,41;6;14,46;R$ 1.348,88;533;R$ 2.400,00;24;PR;M;Cancelado;0;0;SIM
C0003322;2GM47VGN3VG;31/07/2025;CDC;Loja;R$ 1.803,42;6;10,40;R$ 2.029,85;601;R$ 1.160,00;51;MG;M;Ativo;0;0;NAO
C0030702;T5PW3KBX789;05/12/2025;Crediário;App;R$ 344,79;12;8,67;R$ 752,34;672;R$ 3.370,00;39;RJ;M;Ativo;0;0;NAO
C0049109;QABCRLMK34R;15/06/2025;Empréstimo Pessoal;Loja;R$ 1.422,32;6;12,64;R$ 3.067,17;545;R$ 2.650,00;54;SP;M;Ativo;0;0;NAO
C0018621;CTXT8QQGNSM;24/07/2025;Crediário;Parceiro;R$ 635,04;10;9,22;R$ 996,20;723;R$ 2.880,00;22;BA;F;Ativo;0;0;NAO
C0011258;895F52MH9ZJ;30/08/2025;Crediário;Site;R$ 432,30;18;6,52;R$ 469,74;692;R$ 3.040,00;33;PE;F;Ativo;0;0;NAO
C0036880;VA6XVGRBLD2;01/09/2025;Empréstimo Pessoal;Parceiro;R$ 318,81;9;4,73;R$ 326,53;792;R$ 4.900,00;50;RS;F;Quitado;0;0;NAO
C0002079;XRZMGX2WUAW;28/10/2025;Cartão;App;R$ 697,52;6;11,60;R$ 1.643,32;591;R$ 5.280,00;47;PE;M;Quitado;0;0;NAO
C0008571;2EJXP4M6MCZ;20/11/2025;CDC;Parceiro;R$ 1.145,76;12;12,33;R$ 1.400,00;537;R$ 1.140,00;18;RJ;M;Ativo;0;0;NAO
C0006463;YXG7BVJQDEN;11/12/2025;Cartão;Parceiro;R$ 644,03;9;12,69;R$ 1.003,88;523;R$ 4.480,00;24;PR;F;Cancelado;0;0;NAO
C0031069;WZ7NEAYP86K;29/11/2025;Empréstimo Pessoal;Site;R$ 1.093,56;18;7,81;R$ 2.241,58;650;R$ 2.030,00;31;MG;M;Ativo;0;0;NAO
C0000661;CU9CK5TFG25;11/10/2025;Empréstimo Pessoal;Site;R$ 264,69;10;8,32;R$ 468,22;590;R$ 1.640,00;45;MG;M;Cancelado;0;0;NAO
C0042584;4GGASAT8EK6;18/07/2025;Empréstimo Pessoal;Site;R$ 287,08;9;2,50;R$ 540,91;879;R$ 1.330,00;32;SP;M;Ativo;0;0;NAO
C0008450;KJ7EFJ4Y8ZR;06/08/2025;CDC;Site;R$ 407,52;12;10,48;R$ 886,31;695;R$ 2.780,00;37;PA;M;Ativo;0;0;NAO
C0042046;59TW49ADYXN;02/09/2025;Empréstimo Pessoal;Parceiro;R$ 187,26;18;6,32;R$ 360,79;693;R$ 4.770,00;56;BA;F;Cancelado;0;0;NAO
C0002139;NUJHJKZRRFT;24/07/2025;Crediário;App;R$ 1.562,06;9;5,34;R$ 3.102,51;759;R$ 3.500,00;37;RS;F;Ativo;0;0;NAO
C0006294;VC3KT8NLJW8;09/12/2025;Empréstimo Pessoal;App;R$ 497,26;6;7,40;R$ 703,29;672;R$ 2.080,00;24;SP;M;Quitado;0;0;NAO
C0030207;K2ZKBQU2YMC;15/11/2025;Empréstimo Pessoal;Site;R$ 1.971,60;12;5,45;R$ 4.588,24;722;R$ 2.730,00;35;BA;M;Ativo;0;0;NAO
C0049292;YWB3M4M3CK2;30/07/2025;Crediário;Loja;R$ 679,20;12;10,52;R$ 1.153,29;653;R$ 4.650,00;33;MG;M;Quitado;0;0;SIM
C0019194;CH9WJCQ6UC2;23/06/2025;CDC;Parceiro;R$ 675,31;18;8,26;R$ 1.383,07;695;;39;PR;M;Ativo;0;0;NAO
C0036961;CWRDGQGS4FE;15/09/2025;Empréstimo Pessoal;Parceiro;R$ 365,33;12;7,48;R$ 384,16;668;;63;CE;M;Quitado;0;0;NAO
C0013076;6P6LLMMLW8K;04/06/2025;CDC;App;R$ 424,27;24;6,33;R$ 551,68;576;R$ 3.280,00;54;PR;F;Cancelado;0;1;SIM
C0000499;ACQD4SLARE9;17/08/2025;CDC;Site;R$ 681,81;9;8,43;R$ 1.165,16;661;R$ 2.980,00;27;RS;M;Ativo;0;0;NAO
C0018509;WN3CDE5XRTK;02/09/2025;Crediário;App;R$ 460,28;9;9,10;R$ 954,22;646;R$ 6.120,00;54;SP;F;Ativo;1;1;SIM
C0004861;82W4SER92ML;09/10/2025;Empréstimo Pessoal;Loja;R$ 1.440,95;12;9,66;R$ 2.610,50;620;R$ 2.990,00;38;RS;M;Cancelado;0;0;NAO
C0014354;7W59NYGX3TU;01/10/2025;Crediário;App;R$ 483,17;3;11,20;R$ 772,99;634;R$ 2.340,00;34;CE;F;Cancelado;0;0;NAO
C0004749;ZME3ZV636JD;11/08/2025;Empréstimo Pessoal;Loja;R$ 704,70;12;14,12;R$ 965,02;476;R$ 1.260,00;47;DF;F;Quitado;0;0;SIM
C0004653;URCENWA79CD;06/08/2025;Empréstimo Pessoal;Loja;R$ 308,81;9;4,86;R$ 464,62;690;R$ 2.300,00;50;SP;F;Ativo;0;0;NAO
C0035902;AN92549GC7T;26/11/2025;CDC;Parceiro;R$ 1.088,13;18;11,64;R$ 2.243,61;518;R$ 5.580,00;40;PR;M;Cancelado;0;1;SIM
C0016916;5BY2TAL25SR;09/06/2025;Empréstimo Pessoal;App;R$ 336,99;12;7,39;R$ 370,59;694;R$ 1.920,00;31;RS;M;Ativo;0;0;NAO
C0014520;J8P7HLPEPEE;28/11/2025;Empréstimo Pessoal;Site;R$ 265,73;6;9,16;R$ 418,89;548;R$ 8.000,00;29;PE;M;Ativo;0;0;NAO
C0028327;GZRYKGJVPZK;30/09/2025;Empréstimo Pessoal;App;R$ 543,54;10;10,12;R$ 969,12;599;R$ 2.500,00;34;DF;M;Cancelado;0;0;NAO
C0031423;JJNWJV38WAS;26/07/2025;Cartão;Site;R$ 745,79;9;10,36;R$ 1.130,37;688;R$ 5.500,00;32;MG;F;Ativo;0;0;NAO
C0029852;F7XX3U5DV2Z;01/07/2025;Empréstimo Pessoal;App;R$ 1.246,92;18;2,50;R$ 2.983,06;844;R$ 1.740,00;75;GO;F;Cancelado;0;0;NAO
C0013122;2LHQAHAC2AE;22/11/2025;Empréstimo Pessoal;Loja;R$ 924,69;18;5,84;R$ 1.457,17;743;R$ 3.950,00;64;MG;M;Ativo;1;1;SIM
C0011555;G7MADQRVFDJ;10/10/2025;Empréstimo Pessoal;App;R$ 867,10;9;8,27;R$ 1.784,82;625;R$ 2.260,00;26;RJ;M;Ativo;0;0;NAO
C0005137;R9TWLK34BT2;05/11/2025;Empréstimo Pessoal;Loja;R$ 1.011,02;3;4,79;R$ 1.471,52;708;;59;DF;F;Ativo;0;0;NAO
C0016728;EFADZL53VM9;13/10/2025;Empréstimo Pessoal;Site;R$ 869,81;18;7,05;R$ 1.951,04;701;R$ 2.620,00;31;MG;F;Ativo;0;0;NAO
C0045058;2FUWTGMDD7D;11/08/2025;Cartão;Loja;R$ 912,66;6;13,70;R$ 1.877,71;534;R$ 4.000,00;41;SP;M;Quitado;0;0;SIM
C0019388;5K9H2CT8HCV;27/07/2025;Empréstimo Pessoal;App;R$ 1.410,82;12;5,03;R$ 1.852,03;681;R$ 1.490,00;35;RS;F;Cancelado;0;0;NAO
C0022404;SXD8K5UR9C9;19/06/2025;Crediário;Site;R$ 651,54;12;9,24;R$ 740,27;627;R$ 3.340,00;38;MG;M;Ativo;0;0;NAO
C0038897;N9XBV55B3UM;01/08/2025;CDC;App;R$ 1.828,20;3;6,66;R$ 3.906,66;821;R$ 2.090,00;18;RS;F;Cancelado;0;0;NAO
C0018592;XZCJYG36VP4;04/11/2025;Empréstimo Pessoal;App;R$ 1.651,94;9;13,44;R$ 1.735,02;574;R$ 1.950,00;42;MG;M;Ativo;0;0;NAO
C0037960;QRCC52X6CH4;08/10/2025;Cartão;Loja;R$ 994,89;24;10,52;R$ 1.521,98;647;R$ 2.750,00;42;GO;F;Ativo;0;0;NAO
C0021888;63AEBHZF3NB;15/07/2025;Empréstimo Pessoal;App;R$ 1.174,07;18;8,20;R$ 2.021,00;748;R$ 4.460,00;50;RS;M;Ativo;0;0;NAO
C0010314;QEPWQR4NDTF;30/11/2025;Crediário;Site;R$ 655,87;10;17,50;R$ 716,27;507;R$ 2.540,00;52;BA;F;Ativo;0;0;NAO
C0051622;3AMY235KVLR;07/07/2025;Crediário;App;R$ 1.292,78;3;14,63;R$ 1.319,66;424;R$ 2.520,00;51;PR;F;Ativo;1;1;SIM
C0020556;8S762EHWMZ3;18/11/2025;Empréstimo Pessoal;App;R$ 683,44;3;7,14;R$ 1.097,03;692;R$ 0,00;31;RS;M;Ativo;0;0;NAO
C0009876;VZHVULS8DQL;19/06/2025;Empréstimo Pessoal;Site;R$ 1.193,18;6;9,50;R$ 1.478,26;621;R$ 0,00;47;BA;M;Cancelado;0;0;NAO
C0023105;56K3KQBNPST;20/06/2025;Empréstimo Pessoal;App;R$ 1.172,73;18;8,13;R$ 1.636,88;693;R$ 2.100,00;38;PE;F;Ativo;0;0;NAO
C0035279;7CF2X9FWNJU;30/06/2025;Cartão;Parceiro;R$ 514,39;18;10,98;R$ 1.083,40;641;R$ 2.910,00;71;CE;M;Ativo;0;0;NAO
C0009217;SUGE3S7ZJ8A;14/09/2025;CDC;App;R$ 261,83;9;11,05;R$ 294,72;620;R$ 4.230,00;54;MG;F;Ativo;0;0;NAO
C0029152;65S3TEGVUQS;08/07/2025;Empréstimo Pessoal;App;R$ 863,52;12;9,09;R$ 1.676,05;560;R$ 2.580,00;28;SP;F;Cancelado;0;0;NAO
C0031597;J9S7777QZG6;31/07/2025;Empréstimo Pessoal;Loja;R$ 771,49;12;10,93;R$ 957,54;641;R$ 2.420,00;58;SP;M;Ativo;0;0;NAO
C0025736;YKN69TZWL9C;25/10/2025;Crediário;Loja;R$ 295,88;18;10,24;R$ 706,41;711;R$ 2.610,00;40;DF;F;Ativo;0;0;NAO
C0002060;WDAER3EYBJV;24/08/2025;Empréstimo Pessoal;Site;R$ 554,17;6;6,33;R$ 1.094,75;691;;32;RS;F;Ativo;0;0;NAO
C0048846;C6ZKW6CQRP6;25/10/2025;Empréstimo Pessoal;Loja;R$ 861,83;12;8,94;R$ 1.138,80;666;R$ 6.110,00;59;SP;F;Ativo;0;0;NAO
C0033716;LFDYU684K74;19/08/2025;Empréstimo Pessoal;Site;R$ 704,09;3;7,88;R$ 1.666,17;676;;44;DF;F;Ativo;0;0;NAO
C0033570;YXKMMF26JNL;27/07/2025;CDC;Site;R$ 481,36;12;5,89;R$ 1.044,42;667;;34;SP;F;Ativo;0;0;NAO
C0031382;94HK4L8KKXF;17/08/2025;Cartão;Site;R$ 330,48;3;9,78;R$ 406,38;618;R$ 2.380,00;19;SP;F;Ativo;0;0;NAO
C0024235;7YGNE6YL8NY;18/06/2025;Crediário;Site;R$ 1.328,91;12;10,97;R$ 1.693,13;534;R$ 2.940,00;26;BA;F;Ativo;0;0;NAO
C0004012;X3AWEPBB2Y6;12/11/2025;CDC;Site;R$ 1.116,23;10;12,51;R$ 1.961,84;593;R$ 3.360,00;65;GO;M;Ativo;0;0;NAO
C0010939;QJL9PRRMEHG;22/08/2025;Empréstimo Pessoal;App;R$ 681,43;9;13,44;R$ 1.019,25;549;R$ 2.930,00;36;SP;F;Ativo;0;1;SIM
C0019449;LM98TJSPAMM;18/06/2025;Cartão;Site;R$ 1.693,83;3;8,34;R$ 2.412,68;587;;29;MG;M;Ativo;0;1;SIM
C0026600;ZM5UGYHJQAN;31/07/2025;CDC;Site;R$ 495,96;12;4,95;R$ 544,64;786;R$ 1.900,00;47;PE;M;Quitado;0;0;NAO
C0031709;AGTW3YT6H45;11/09/2025;CDC;App;R$ 1.206,07;3;9,40;R$ 2.766,38;601;R$ 3.130,00;35;PR;F;Cancelado;0;0;NAO
C0001953;N3P8FFY2XKA;04/10/2025;Cartão;Loja;R$ 710,17;6;10,38;R$ 1.455,17;580;R$ 2.480,00;31;PR;F;Ativo;0;0;NAO
C0013119;6GRRPAHLPJM;10/08/2025;Empréstimo Pessoal;App;R$ 1.555,36;9;8,06;R$ 2.360,39;674;R$ 3.220,00;48;MG;M;Ativo;0;0;NAO
C0012501;5DJTWF4RN3S;09/06/2025;Cartão;App;R$ 480,18;6;10,00;R$ 940,91;638;R$ 880,00;27;SP;F;Quitado;1;1;SIM
C0037396;7VPVHGUCFYC;11/10/2025;CDC;Site;R$ 620,58;12;10,49;R$ 1.446,37;626;R$ 980,00;38;SP;M;Quitado;0;0;NAO
C0039631;E84RVCZDR46;01/09/2025;Empréstimo Pessoal;App;R$ 406,51;12;6,48;R$ 797,13;674;R$ 2.430,00;29;SP;M;Quitado;0;0;NAO
C0010085;47AAP3LHHZ3;04/09/2025;Cartão;Site;R$ 643,84;9;10,58;R$ 1.161,86;556;R$ 5.580,00;38;RJ;F;Cancelado;0;1;SIM
C0008769;2XQJMJ6GQWB;27/08/2025;Crediário;Site;R$ 705,32;10;18,00;R$ 879,24;425;R$ 3.140,00;32;SP;F;Quitado;0;0;SIM
C0005703;DZHXECYMUAG;02/08/2025;CDC;App;R$ 636,26;9;3,95;R$ 950,20;767;R$ 5.190,00;46;RS;M;Cancelado;0;0;NAO
C0003673;32M68SDBRWT;01/09/2025;Crediário;Parceiro;R$ 585,05;3;7,35;R$ 725,73;699;R$ 3.100,00;53;SP;M;Cancelado;0;0;NAO
C0015232;UEXDTLBM52H;29/09/2025;Empréstimo Pessoal;Parceiro;R$ 1.123,04;9;8,93;R$ 1.128,06;615;R$ 1.820,00;46;RS;M;Cancelado;0;1;SIM
C0011149;TKF7XGYCSVE;03/08/2025;CDC;Site;R$ 612,98;18;13,09;R$ 1.310,85;487;R$ 2.470,00;61;SP;F;Cancelado;0;0;NAO
C0007330;7V2Q5PVT434;01/10/2025;Cartão;Site;R$ 953,59;12;9,66;R$ 2.039,18;666;R$ 4.460,00;33;SP;F;Ativo;0;0;NAO
C0007251;BPRKPDZ2JWH;21/11/2025;Empréstimo Pessoal;App;R$ 2.036,34;12;7,41;R$ 3.263,44;615;R$ 3.310,00;42;SP;M;Ativo;0;0;NAO
C0032769;DDEJ6R82MFM;30/07/2025;Empréstimo Pessoal;App;R$ 655,98;12;11,37;R$ 1.502,01;544;R$ 2.730,00;54;PR;F;Ativo;1;1;SIM
C0049596;QLWKK7TEPC2;21/09/2025;Empréstimo Pessoal;Loja;R$ 500,70;9;2,91;R$ 1.057,26;687;R$ 2.960,00;58;SC;F;Ativo;0;0;SIM
C0046209;WNU38457KEW;22/07/2025;Empréstimo Pessoal;App;R$ 657,69;6;3,51;R$ 805,05;775;R$ 3.730,00;59;CE;F;Cancelado;0;0;NAO
C0036407;AF2BYCJSHL2;26/09/2025;Cartão;App;R$ 1.201,35;6;12,87;R$ 2.413,81;576;R$ 1.830,00;75;SP;F;Ativo;0;0;NAO
C0040170;4MU2Z28GWMF;05/11/2025;Empréstimo Pessoal;Loja;R$ 1.221,10;10;9,51;R$ 1.891,17;645;;45;PE;M;Cancelado;0;1;SIM
C0017132;SJPTKWN3FVL;17/09/2025;Cartão;App;R$ 1.641,93;12;8,53;R$ 2.821,51;668;R$ 2.380,00;59;SP;M;Quitado;0;1;SIM
C0014142;92J3NXWFKFC;24/09/2025;Cartão;Loja;R$ 819,67;6;9,59;R$ 1.659,38;627;R$ 3.350,00;37;SP;M;Ativo;0;0;SIM
C0010071;6CWBVM4HMAZ;07/11/2025;Empréstimo Pessoal;App;R$ 324,12;6;6,61;R$ 412,50;770;R$ 1.860,00;18;PE;F;Ativo;0;0;NAO
C0036480;W2GDN8QX6HN;11/09/2025;Crediário;App;R$ 429,51;24;13,46;R$ 457,91;515;R$ 1.650,00;31;SP;M;Quitado;0;0;NAO
C0050157;U48SCQZPT3X;05/08/2025;Crediário;Loja;R$ 906,26;12;7,63;R$ 1.195,56;654;R$ 1.950,00;53;RS;M;Cancelado;0;0;NAO
C0035263;TKJ7T92NA6E;04/06/2025;Empréstimo Pessoal;App;R$ 1.538,82;12;13,89;R$ 1.678,71;532;R$ 3.900,00;35;SP;F;Ativo;0;0;NAO
C0040162;DLSQ69C2U9E;18/08/2025;Empréstimo Pessoal;Loja;R$ 658,93;6;6,96;R$ 803,20;768;R$ 3.140,00;29;PE;F;Ativo;0;0;SIM
C0045136;V46KDJ72V65;06/12/2025;Empréstimo Pessoal;App;R$ 902,63;6;9,16;R$ 1.099,58;663;R$ 4.180,00;37;SP;F;Ativo;1;1;SIM
C0046790;HQUACG89RLH;12/08/2025;Crediário;Parceiro;R$ 445,69;12;10,56;R$ 699,96;605;R$ 2.970,00;30;SP;F;Ativo;0;0;NAO
C0049639;SXF7JWVDKD6;15/06/2025;Crediário;Loja;R$ 1.189,86;6;11,40;R$ 1.733,02;503;R$ 2.800,00;46;SP;F;Ativo;0;1;SIM
C0015788;AZFUHBXX32Q;22/10/2025;Crediário;Site;R$ 823,57;24;11,69;R$ 858,98;541;R$ 4.750,00;;BA;M;Ativo;0;1;SIM
C0017566;EYVZNTCPXYN;27/08/2025;CDC;App;R$ 1.666,31;18;10,58;R$ 2.014,84;663;R$ 1.810,00;38;PE;M;Ativo;0;0;NAO
C0005493;NV9FDGE46TE;11/08/2025;Crediário;App;R$ 934,13;9;7,12;R$ 1.126,56;746;R$ 2.950,00;20;RS;F;Ativo;0;0;NAO
C0029305;6CQU2XXYCYY;22/09/2025;CDC;App;R$ 1.469,43;3;11,25;R$ 3.492,63;636;R$ 2.140,00;56;MG;F;Ativo;0;0;NAO
C0031470;6DLPZMDM9S5;02/08/2025;Crediário;Loja;R$ 535,55;3;12,75;R$ 1.098,40;516;R$ 1.610,00;41;RS;F;Ativo;0;0;NAO
C0017347;VTJ7QDFV3QU;16/07/2025;Cartão;Site;R$ 862,77;10;6,43;R$ 937,61;724;R$ 4.610,00;37;SP;F;Quitado;0;0;NAO
C0012332;QQZHQ58BZ4P;13/08/2025;Crediário;Site;R$ 588,34;6;11,11;R$ 1.101,32;602;;26;PE;M;Ativo;0;0;NAO
C0004627;KW27CYLSQ2N;07/07/2025;Empréstimo Pessoal;App;R$ 1.574,13;9;6,72;R$ 2.649,62;704;R$ 6.160,00;40;CE;M;Ativo;0;0;NAO
C0001474;MBY5FL5B86E;08/07/2025;Empréstimo Pessoal;Site;R$ 460,27;9;9,69;R$ 732,35;585;R$ 2.930,00;43;SP;F;Ativo;0;0;SIM
C0023246;XAZMQTYHFW3;22/09/2025;Crediário;Parceiro;R$ 353,98;9;9,09;R$ 445,56;632;R$ 2.090,00;56;RJ;F;Ativo;0;0;NAO
C0024262;69TP24T8VHH;02/11/2025;Cartão;Loja;R$ 280,05;12;10,42;R$ 510,34;662;;42;GO;M;Ativo;0;0;NAO
C0018818;JUJ5TUF68W4;07/07/2025;Empréstimo Pessoal;App;R$ 608,37;10;7,05;R$ 923,50;656;R$ 0,00;63;CE;M;Ativo;0;0;NAO
C0002157;DVYVABX5FBN;12/11/2025;Cartão;App;R$ 426,51;12;15,22;R$ 571,99;441;R$ 3.040,00;50;GO;F;Ativo;1;1;SIM
C0028063;V7HUJH92W5M;26/08/2025;Empréstimo Pessoal;App;R$ 848,50;18;14,67;R$ 1.833,16;567;R$ 2.760,00;35;SC;M;Cancelado;0;0;NAO
C0038591;47RXJ8F5FP9;31/07/2025;Empréstimo Pessoal;Loja;R$ 514,19;3;18,00;R$ 892,34;406;R$ 5.220,00;43;RS;F;Ativo;0;0;SIM
C0034851;YEG659F2MKM;20/09/2025;Empréstimo Pessoal;Loja;R$ 2.692,34;12;7,11;R$ 5.264,88;722;R$ 2.290,00;55;PR;M;Ativo;0;0;SIM
C0043055;AK5USU8XDTP;29/08/2025;Crediário;App;R$ 806,00;10;5,38;R$ 1.912,00;689;R$ 2.450,00;57;SP;M;Cancelado;0;0;NAO
C0030830;A7M5CD2ZV82;09/08/2025;Empréstimo Pessoal;App;R$ 1.723,18;6;10,53;R$ 3.345,01;610;R$ 3.240,00;43;BA;F;Quitado;0;0;NAO
C0025459;6CEWK83L4MY;25/09/2025;Cartão;Loja;R$ 410,55;6;8,63;R$ 810,02;661;R$ 1.620,00;52;RS;F;Cancelado;0;0;NAO
C0020275;PFPMRBGULCJ;14/10/2025;Empréstimo Pessoal;Site;R$ 299,83;9;3,26;R$ 491,70;818;R$ 2.780,00;30;SP;M;Quitado;0;0;NAO
C0037336;JNXPBUYRSSE;25/10/2025;Empréstimo Pessoal;Site;R$ 416,07;9;9,39;R$ 905,35;642;R$ 3.300,00;58;MG;F;Quitado;0;0;NAO
C0012413;GWR69TYRNWA;15/06/2025;Cartão;App;R$ 434,18;3;8,48;R$ 576,15;713;R$ 3.630,00;52;PR;F;Ativo;0;0;NAO
C0029910;LHVQYDTN9Y9;22/06/2025;Cartão;App;R$ 592,37;6;9,09;R$ 1.229,06;663;;58;MG;F;Cancelado;0;0;NAO
C0041966;RNCEW2AEDAQ;01/07/2025;Empréstimo Pessoal;Site;R$ 626,02;24;10,14;R$ 1.199,86;753;R$ 4.530,00;27;BA;M;Quitado;0;0;NAO
C0048460;SQEBN7A36ZY;31/10/2025;Cartão;Loja;R$ 604,01;12;9,30;R$ 1.143,63;608;R$ 3.240,00;44;SP;M;Quitado;0;0;NAO
C0015440;ULJZ754BTJK;14/10/2025;Cartão;Loja;R$ 458,08;6;12,14;R$ 1.043,42;596;R$ 2.040,00;29;SP;F;Ativo;0;0;NAO
C0004891;JZ78DH9S4AD;17/07/2025;Cartão;Site;R$ 2.468,97;6;9,14;R$ 2.635,61;568;R$ 3.230,00;23;PA;M;Quitado;1;1;SIM
C0036227;R5SXHKB6EAU;24/06/2025;Empréstimo Pessoal;Loja;R$ 1.012,23;12;8,68;R$ 1.830,30;682;R$ 1.630,00;34;RS;M;Quitado;0;0;NAO
C0002944;2Z385PTW5NL;22/08/2025;Cartão;App;R$ 310,04;6;8,49;R$ 392,12;607;R$ 1.480,00;37;SP;M;Ativo;0;0;NAO
C0024054;PGPGZGC8JFU;12/06/2025;Cartão;Loja;R$ 494,74;18;11,97;R$ 588,99;544;R$ 2.980,00;40;SP;F;Quitado;0;0;SIM
C0026780;C2PPPB7Z56N;07/06/2025;CDC;Loja;R$ 1.142,48;12;8,77;R$ 1.842,21;638;R$ 4.040,00;44;RJ;F;Ativo;0;0;NAO
C0023049;TGR2FKWFR5K;15/09/2025;Empréstimo Pessoal;Site;R$ 674,72;12;5,76;R$ 1.024,52;711;R$ 2.520,00;50;PR;M;Cancelado;0;0;NAO
C0034010;96CEFCDT37G;09/08/2025;Crediário;App;R$ 243,39;24;10,81;R$ 384,97;518;R$ 3.330,00;45;SP;F;Ativo;1;1;SIM
C0036937;KMSAF2RHPB6;01/08/2025;Empréstimo Pessoal;Loja;R$ 496,73;9;13,06;R$ 636,81;580;R$ 4.200,00;19;PE;F;Ativo;0;1;SIM
C0046449;9P84ABP7QDQ;07/07/2025;Crediário;App;R$ 813,15;18;7,52;R$ 1.359,74;688;R$ 3.610,00;49;SC;M;Ativo;0;0;NAO
C0018640;A4QCHSV45SF;24/08/2025;Empréstimo Pessoal;App;R$ 563,46;18;10,05;R$ 758,96;629;R$ 2.130,00;23;SP;M;Cancelado;0;0;NAO
C0051121;3GD5S58Y34V;14/09/2025;Crediário;Loja;R$ 765,06;3;7,68;R$ 1.186,42;652;R$ 4.680,00;20;PR;F;Ativo;0;0;NAO
C0003488;SMG2B5EU9D7;10/10/2025;CDC;App;R$ 710,91;9;8,10;R$ 941,05;670;R$ 1.050,00;42;SP;M;Quitado;0;0;NAO
C0012172;XEZW9J36B73;08/10/2025;Crediário;Loja;R$ 866,71;6;10,81;R$ 1.640,06;625;;52;DF;M;Ativo;0;0;NAO
C0022698;LH5RVH46JYR;15/08/2025;CDC;Site;R$ 250,73;3;12,79;R$ 333,95;603;R$ 1.740,00;54;PA;M;Ativo;0;0;NAO
C0011622;CR3EZY6TK3E;25/08/2025;Cartão;Parceiro;R$ 889,59;18;10,00;R$ 1.434,41;731;R$ 3.870,00;43;MG;M;Ativo;0;0;NAO
C0007759;FF26A9K9T2A;16/07/2025;Cartão;Site;R$ 2.326,05;10;10,07;R$ 2.695,65;585;R$ 1.210,00;43;PA;M;Quitado;0;0;NAO
C0036049;X33N6Z9LX3S;05/11/2025;Empréstimo Pessoal;Site;R$ 900,08;24;10,97;R$ 1.579,35;454;R$ 2.680,00;57;RS;M;Quitado;1;1;SIM
C0009483;KV28XJTCJ9A;13/09/2025;Empréstimo Pessoal;Site;R$ 907,13;24;11,94;R$ 1.293,98;575;R$ 2.150,00;41;SP;F;Quitado;0;0;NAO
C0045698;MR9LVZYL6Z9;20/06/2025;Empréstimo Pessoal;Site;R$ 1.510,99;3;12,07;R$ 1.901,56;599;R$ 1.340,00;47;SP;F;Ativo;0;0;NAO
C0011108;EN8AJB2EJHB;15/07/2025;Crediário;Loja;R$ 900,58;9;9,62;R$ 1.503,92;700;R$ 1.660,00;35;RJ;M;Cancelado;0;0;NAO
C0017349;7E5SLE4UUWK;15/07/2025;Empréstimo Pessoal;Site;R$ 873,09;6;12,64;R$ 1.898,56;612;R$ 4.180,00;49;PE;M;Quitado;0;1;SIM
C0008570;3VGWQFWWPFA;07/08/2025;Crediário;Loja;R$ 571,14;18;3,20;R$ 1.362,85;756;;41;SP;M;Cancelado;0;0;NAO
C0018766;5JCC88S4KBX;23/09/2025;CDC;App;R$ 1.438,19;6;15,07;R$ 1.782,30;608;R$ 4.550,00;41;BA;M;Ativo;0;0;NAO
C0026939;4D6CN5799CG;07/10/2025;Crediário;Site;R$ 465,17;10;10,65;R$ 863,91;594;R$ 2.480,00;27;PE;F;Cancelado;0;0;NAO
C0046127;EVBEDRYMVCD;03/09/2025;Cartão;Site;R$ 1.234,96;10;10,80;R$ 2.065,41;532;R$ 3.430,00;31;DF;M;Quitado;0;0;NAO
C0028350;5V364462ZFH;05/08/2025;Empréstimo Pessoal;Parceiro;R$ 617,28;12;5,61;R$ 1.274,11;772;R$ 1.950,00;47;SP;M;Cancelado;0;0;NAO
C0014370;9TPZHKN5QBR;20/09/2025;Crediário;Parceiro;R$ 808,53;6;7,29;R$ 1.155,78;665;R$ 2.370,00;36;SP;F;Ativo;0;0;NAO
C0017007;QV66C28VVY9;25/09/2025;Cartão;App;R$ 738,76;9;10,25;R$ 1.019,46;610;;43;SP;M;Quitado;0;0;NAO
C0013824;R5YGEWPBY8A;18/08/2025;Cartão;Site;R$ 915,90;24;8,60;R$ 1.143,63;759;R$ 1.680,00;37;PE;M;Ativo;0;0;NAO
C0028658;S9JEL3W3PYA;06/09/2025;CDC;Loja;R$ 457,88;3;14,97;R$ 764,15;511;;40;SP;M;Cancelado;0;0;SIM
C0004422;Z3ERWT983HS;29/06/2025;Cartão;App;R$ 376,96;12;13,16;R$ 815,43;488;R$ 2.440,00;46;MG;F;Ativo;0;0;SIM
C0011790;KRKLQJBJA75;07/07/2025;Empréstimo Pessoal;Site;R$ 958,50;12;13,15;R$ 2.010,50;546;R$ 3.530,00;42;SP;F;Quitado;0;1;SIM
