cpf;dt_transacao;valor_aposta;modalidade;casa_aposta;canal
WKBBTP3Y8C2;17/04/2025;R$ 158,74;Poker;KTO;Site
QG6B23WU3KM;04/10/2025;R$ 40,04;Cassino;KTO;App
8VBF3B5QS4K;13/03/2025;R$ 59,20;Bingo;Betano;App
ZBWF8JVW3J4;16/09/2025;R$ 33,11;Poker;Bet365;App
XXNJJQKUDY9;23/10/2025;R$ 49,41;Cassino;Superbet;App
48KUDCRZYX9;18/04/2025;R$ 8,06;Esportiva;KTO;Site
7NMRKFSVV2F;26/06/2025;R$ 74,32;Poker;Superbet;App
LH9JEUVRCD2;29/08/2025;R$ 144,36;Poker;Blaze;Site
34QHEHKYLUF;18/04/2025;R$ 79,80;Esportiva;Sportingbet;App
JSYZ4CL7XUY;11/08/2025;R$ 55,58;Esportiva;Blaze;App
NJFN9V5H38Y;27/03/2025;R$ 39,54;Esportiva;Blaze;App
FBUGNUHN2PL;15/08/2025;R$ 13,16;Esportiva;Blaze;App
22L6H82RKNA;04/12/2025;R$ 71,01;Poker;Sportingbet;App
YHH5TNHJXF8;07/06/2025;R$ 51,64;Bingo;Superbet;App
BDRHJLQC5JD;17/10/2025;R$ 14,68;Poker;KTO;App
XSXPDBBTPJV;06/03/2025;R$ 59,22;Esportiva;Sportingbet;Site
A2QPP9SNL4Z;03/07/2025;R$ 14,17;Cassino;Betano;App
Q5LPYEPUX67;25/03/2025;R$ 49,05;Esportiva;Superbet;App
GM2LHRQHUX3;12/03/2025;R$ 206,75;Poker;Blaze;App
W2WYZ4E2EDX;07/12/2025;R$ 48,58;Cassino;Superbet;App
D52LMJVXJTF;12/09/2025;R$ 18,02;Esportiva;Superbet;Site
49EHTWPBD9L;05/05/2025;R$ 69,04;Esportiva;KTO;App
PJ2G64T2JJF;23/10/2025;R$ 14,37;Poker;KTO;App
A4BWQESMDTB;17/12/2025;R$ 27,76;Esportiva;Estrela;App
77XVT5ZWRGB;11/06/2025;R$ 120,90;Esportiva;KTO;Site
VRPTWDD44V4;04/04/2025;R$ 50,30;Cassino;Estrela;App
BDRDR86RMJB;10/07/2025;R$ 30,43;Cassino;Estrela;App
2TU28SREGZF;26/09/2025;R$ 47,88;Esportiva;Pixbet;App
JJU4V5C68ZP;20/08/2025;R$ 141,90;Poker;Blaze;App
JTZJ2XDJFGG;15/10/2025;R$ 14,33;Poker;Sportingbet;App
M6GUY7EK4R2;17/05/2025;R$ 33,02;Poker;Betano;App
ZRPP5MTCL6C;17/07/2025;R$ 35,66;Bingo;Pixbet;Site
HFKEM5N52RD;11/04/2025;R$ 11,49;Esportiva;Bet365;App
ZUUEQ4ZMBFP;06/03/2025;R$ 102,97;Cassino;Bet365;Site
VUYADCN47WC;28/10/2025;R$ 69,40;Esportiva;KTO;Site
SQ9QLZ5T25Q;08/11/2025;R$ 93,15;Poker;Betano;App
S224NT4BVNL;19/10/2025;R$ 29,93;Cassino;Estrela;App
UBYLK2UAHC2;06/09/2025;R$ 34,37;Esportiva;Pixbet;Site
ARKZAPRK5RM;04/07/2025;R$ 101,59;Esportiva;Estrela;Site
YHZHPDKCQC2;30/09/2025;R$ 17,30;Cassino;Blaze;App
NA9JYJWC7BU;16/08/2025;R$ 46,04;Cassino;Sportingbet;App
SP4SP37GUMF;05/11/2025;R$ 23,19;Cassino;Bet365;App
77SAE7Y2NWD;26/08/2025;R$ 25,58;Cassino;Betano;App
VC5WAAFXSRT;10/07/2025;R$ 41,58;Esportiva;KTO;App
BH7DNRGPN7A;01/10/2025;R$ 32,82;Cassino;Bet365;App
5KDPL8W82YD;06/04/2025;R$ 102,04;Esportiva;Betano;App
ETQB6AYM7W6;03/11/2025;R$ 22,81;Cassino;Bet365;App
HZBN4FE7HND;27/04/2025;R$ 27,02;Bingo;Pixbet;Site
GTGBQB86GWN;22/09/2025;R$ 20,47;Esportiva;Betano;App
HEJXFUPF6UA;02/05/2025;R$ 5,40;Esportiva;Pixbet;App
859XTPDCUQ5;30/10/2025;R$ 25,03;Bingo;Betano;App
REPBTRNQV4N;01/03/2025;R$ 51,06;Cassino;Superbet;Site
ESLKE253VNC;06/08/2025;R$ 88,17;Bingo;KTO;Site
DAHYUJXNFXQ;28/03/2025;R$ 187,38;Cassino;Pixbet;Site
8832H5W3LHW;13/07/2025;R$ 37,39;Cassino;Estrela;App
P9P4WCC7XY8;22/04/2025;R$ 34,51;Esportiva;Blaze;Site
TS42WECCW5C;08/03/2025;R$ 53,54;Cassino;Blaze;App
RVGC9BBDTJH;29/06/2025;R$ 77,64;Esportiva;Sportingbet;App
FHBBV2L3NYG;15/10/2025;R$ 23,67;Cassino;Superbet;App
FTT5YVX3HU8;20/03/2025;R$ 64,17;Esportiva;Estrela;App
S4HFRHZM2BL;30/06/2025;R$ 20,54;Esportiva;KTO;Site
STEJPVETZMT;29/03/2025;R$ 21,76;Esportiva;Pixbet;Site
D2UZQQ2FHWJ;02/04/2025;R$ 18,11;Poker;Superbet;App
YLRNEG2U2N2;12/11/2025;R$ 106,86;Bingo;Superbet;App
HPYEGV2C5DM;08/12/2025;R$ 118,74;Poker;Bet365;App
4U7TFBGTWAJ;31/07/2025;R$ 61,55;Esportiva;Bet365;App
46HUC2PM4MK;04/05/2025;R$ 23,86;Poker;Estrela;App
KL3L8KSU425;20/09/2025;R$ 76,86;Esportiva;Estrela;Site
MS2D3Q8Y23B;08/03/2025;R$ 65,03;Cassino;Betano;Site
TNWWRDR4NCA;04/06/2025;R$ 48,42;Cassino;KTO;App
BP2NFZ387ZH;25/11/2025;R$ 12,36;Bingo;Betano;App
M54NFW5KEZB;24/09/2025;R$ 11,77;Cassino;KTO;App
4T6QWLWLV3P;14/04/2025;R$ 29,57;Esportiva;Blaze;App
A8CAP3GVL9R;14/09/2025;R$ 141,85;Cassino;Sportingbet;Site
GEDC4MFET2C;05/12/2025;R$ 35,74;Bingo;Pixbet;App
Z9TE4GT4FYQ;18/09/2025;R$ 14,60;Bingo;Bet365;App
2CUS3MM3545;14/12/2025;R$ 21,33;Cassino;Superbet;App
XXTWEDT2DVX;16/06/2025;R$ 33,58;Esportiva;Sportingbet;App
6SV5M8ZGFUT;02/10/2025;R$ 242,66;Cassino;Blaze;Site
GV72ZCV52KX;07/10/2025;R$ 75,33;Esportiva;Superbet;App
37JZS2DY4S5;30/09/2025;R$ 76,65;Poker;Bet365;Site
ALSY23RLFBV;30/05/2025;R$ 27,40;Poker;Superbet;App
X8BGAHDGUGU;29/04/2025;R$ 78,83;Esportiva;Sportingbet;App
7F76EC9CJ6C;19/10/2025;R$ 113,66;Bingo;Betano;App
J52YDJMS2W2;01/04/2025;R$ 122,83;Cassino;KTO;App
Z8U258WUCHF;05/08/2025;R$ 66,78;Esportiva;Bet365;App
GQ22W5YE3JS;24/10/2025;R$ 79,78;Esportiva;Betano;App
UCT4QVGUFZT;18/04/2025;R$ 32,82;Cassino;Superbet;App
RF5C7PHQ47T;24/06/2025;R$ 11,20;Esportiva;KTO;Site
FEXBRPGJHU3;24/05/2025;R$ 37,39;Cassino;Estrela;App
KNW6BDKRB5G;22/10/2025;R$ 77,50;Cassino;Estrela;Site
WSAQJRD8C3H;14/10/2025;R$ 58,44;Esportiva;Bet365;App
RVGC9BBDTJH;08/12/2025;R$ 72,24;Cassino;Sportingbet;Site
YU5KSKD6RB4;02/03/2025;R$ 80,67;Cassino;Pixbet;App
MA658C9MGHU;28/11/2025;R$ 64,99;Esportiva;Bet365;App
TS6U4HQXBTK;04/08/2025;R$ 109,57;Poker;Sportingbet;App
JSYZ4CL7XUY;18/11/2025;R$ 200,33;Cassino;Superbet;Site
PF22SLCG36D;31/03/2025;R$ 35,55;Esportiva;Blaze;Site
F4U4QM8ULV2;30/07/2025;R$ 136,23;Cassino;Blaze;App
D5U4LED669S;18/09/2025;R$ 77,41;Esportiva;KTO;Site
NUANX8VFLGE;23/10/2025;R$ 33,79;Esportiva;Blaze;App
Z7HPVW2K3BM;05/11/2025;R$ 135,45;Bingo;Estrela;App
YLNPCYC9M58;11/09/2025;R$ 20,47;Poker;Pixbet;Site
7ABGLSYJ5K3;10/04/2025;R$ 61,80;Poker;Superbet;App
CBEXHS3X9FW;15/11/2025;R$ 22,82;Cassino;Pixbet;Site
HMC7Z8MJ6VM;07/11/2025;R$ 29,86;Cassino;Blaze;App
NFBU3DCHCPH;23/05/2025;R$ 25,43;Bingo;Estrela;App
FY48TBCF4FH;10/06/2025;R$ 30,96;Esportiva;Bet365;App
BU7CTKWGT5B;05/08/2025;R$ 18,53;Cassino;Estrela;App
J6AE92RLWYC;02/12/2025;R$ 83,81;Cassino;Superbet;App
H3YUAT5WAKU;18/12/2025;R$ 26,78;Poker;Superbet;App
STPDSBG5LPX;21/07/2025;R$ 37,77;Esportiva;Pixbet;App
SU7XUD93MJ8;30/06/2025;R$ 67,23;Poker;Bet365;Site
DGV5RC533PW;26/09/2025;R$ 86,77;Cassino;Bet365;Site
AGFTK47BA8D;02/04/2025;R$ 183,92;Esportiva;Betano;App
8CB9G4MP4B4;13/10/2025;R$ 18,26;Esportiva;Estrela;Site
LPYZHABLQFA;09/05/2025;R$ 44,48;Esportiva;Bet365;App
TDPJZEFLT2Z;26/03/2025;R$ 34,66;Esportiva;Bet365;App
EHLN6ZFRFD4;06/08/2025;R$ 24,77;Esportiva;Estrela;App
RHQKAKD747R;26/03/2025;R$ 18,69;Esportiva;Sportingbet;App
R5M9DBVXUJQ;25/08/2025;R$ 7,23;Esportiva;Bet365;App
UKRKTKCHZ2W;10/05/2025;R$ 25,96;Esportiva;Betano;App
FQABQP9PFLP;14/09/2025;R$ 15,28;Cassino;KTO;Site
WSSXFHVHU5T;22/09/2025;R$ 34,35;Poker;Estrela;Site
U8JZVCLSLP5;04/07/2025;R$ 4,16;Cassino;Blaze;Site
BKJTCG3K6FJ;30/09/2025;R$ 501,51;Esportiva;Sportingbet;App
DAD47UKTS6Q;16/05/2025;R$ 52,88;Esportiva;Pixbet;App
TBL56QBW28B;25/07/2025;R$ 18,01;Esportiva;Blaze;App
T5JJUBQHNEE;07/06/2025;R$ 185,48;Cassino;KTO;App
GWXX6QZHWVM;05/10/2025;R$ 116,65;Esportiva;Sportingbet;App
F7JHS98RWM5;16/09/2025;R$ 49,31;Cassino;Superbet;Site
9KRKMBMTVPW;30/10/2025;R$ 35,02;Cassino;Bet365;App
3W722SRHGT6;16/11/2025;R$ 24,60;Poker;Estrela;App
FY5NGS9SQQZ;25/08/2025;R$ 119,20;Cassino;Pixbet;App
GHE28PKWN52;07/07/2025;R$ 44,42;Cassino;Estrela;App
UR9ZE8PSMGD;31/10/2025;R$ 71,78;Cassino;Sportingbet;App
N7AZ9ZDAPTX;10/11/2025;R$ 132,64;Esportiva;Blaze;Site
BAHSSYQGT3E;11/10/2025;R$ 35,34;Bingo;Betano;App
98YUDUKJXHY;13/06/2025;R$ 129,08;Cassino;Blaze;App
LPYZHABLQFA;01/11/2025;R$ 87,14;Esportiva;Pixbet;App
6LBSZM7FJ9F;05/10/2025;R$ 73,64;Cassino;Superbet;Site
G6Q7RSVM72X;31/07/2025;R$ 67,61;Cassino;Pixbet;Site
V8YKDSVGNPS;18/10/2025;R$ 40,41;Esportiva;KTO;App
W54HG4W2HM4;03/03/2025;R$ 110,45;Esportiva;Bet365;App
RBEJ5WBHSTR;05/07/2025;R$ 70,87;Cassino;KTO;Site
RVKCXJFRSTT;01/09/2025;R$ 25,37;Poker;Pixbet;Site
ENX4KGGKBS5;02/04/2025;R$ 76,69;Cassino;Pixbet;Site
ZZBEGHY9FCD;20/11/2025;R$ 46,26;Cassino;Estrela;App
SYJQVNPG867;03/06/2025;R$ 78,14;Poker;Betano;App
REQ55BFNUB9;23/06/2025;R$ 186,33;Poker;Bet365;Site
TUMCXTLXAVZ;14/06/2025;R$ 99,62;Poker;Blaze;App
5AWQHM89TQC;05/10/2025;R$ 43,60;Cassino;Betano;Site
9B4XCNEE6T4;22/04/2025;R$ 18,21;Cassino;Blaze;Site
ZA9PSP5MZTM;01/12/2025;R$ 47,72;Bingo;Superbet;App
DFG85PPMCDM;30/04/2025;R$ 40,00;Cassino;Bet365;Site
AZP48ZD92AG;11/06/2025;R$ 13,52;Cassino;Bet365;App
W5FJT4TPC73;25/03/2025;R$ 46,05;Poker;Bet365;Site
QJBTHVHBZED;19/10/2025;R$ 24,13;Esportiva;Pixbet;App
U8JYGQTPFG5;10/12/2025;R$ 13,02;Cassino;Betano;App
WDFASDLSCZ9;06/05/2025;R$ 52,21;Esportiva;Blaze;App
5E3JWHNP78A;17/10/2025;R$ 9,52;Poker;Blaze;Site
E8MDHASUNZR;14/05/2025;R$ 38,14;Poker;Pixbet;App
872T2QKDRZ5;18/06/2025;R$ 63,50;Esportiva;Sportingbet;App
PD88GXGUPEC;05/12/2025;R$ 76,55;Esportiva;Bet365;App
PLNAAMX66JT;16/06/2025;R$ 12,42;Bingo;Betano;App
MEF272T3UB3;16/12/2025;R$ 115,30;Esportiva;KTO;App
U5TQH8CARCT;11/08/2025;R$ 13,15;Esportiva;Blaze;App
6RBAU9WFW8A;22/05/2025;R$ 175,84;Cassino;Bet365;Site
ALU5YE3TURL;28/03/2025;R$ 132,68;Esportiva;Estrela;App
8LU7N6REFEB;28/06/2025;R$ 28,83;Esportiva;Pixbet;Site
X87YRQCEDGN;31/10/2025;R$ 29,01;Esportiva;Blaze;Site
JUQZG4XEWQP;01/04/2025;R$ 46,26;Cassino;Blaze;Site
VTXGHM25TV3;04/12/2025;R$ 43,62;Esportiva;Blaze;App
XRELV5GNGN4;16/08/2025;R$ 25,91;Cassino;Betano;App
2QWWGUXXHTP;09/10/2025;R$ 46,59;Esportiva;Bet365;App
K3AD72YQDLP;20/09/2025;R$ 34,01;Cassino;Betano;App
Z8U258WUCHF;06/04/2025;R$ 34,78;Cassino;Estrela;App
SZ97C4EWU7U;05/05/2025;R$ 90,84;Esportiva;Sportingbet;App
VBUUJGGWUJM;24/10/2025;R$ 229,34;Cassino;Pixbet;Site
NM22TXQ7CM3;05/06/2025;R$ 70,87;Esportiva;Superbet;App
V4UFNER239J;02/11/2025;R$ 29,59;Esportiva;Betano;App
7WLPZZQKXXV;07/12/2025;R$ 131,45;Esportiva;Sportingbet;App
J8AZFDVLXD7;15/05/2025;R$ 43,18;Esportiva;Superbet;Site
64HZRUHLRLP;18/09/2025;R$ 15,23;Cassino;Pixbet;App
HAXGSECJFMJ;29/06/2025;R$ 16,44;Cassino;Betano;Site
5X2VFRMFUXE;26/09/2025;R$ 15,75;Esportiva;Betano;App
2M48R729CE4;18/08/2025;R$ 49,89;Poker;Superbet;App
9DNDVRUHYZN;25/08/2025;R$ 31,29;Esportiva;Estrela;App
5QKDRZCMHUW;04/06/2025;R$ 80,05;Bingo;Blaze;App
S89EYFATRRA;11/07/2025;R$ 83,16;Cassino;Estrela;App
RMDNWVNV27S;10/08/2025;R$ 143,60;Esportiva;Bet365;Site
UCT4QVGUFZT;23/11/2025;R$ 202,32;Cassino;Bet365;App
TMEPY8L7Y68;20/09/2025;R$ 10,98;Cassino;Blaze;App
SHJH9Z448D6;22/11/2025;R$ 55,92;Bingo;KTO;App
A2BDZURYDRK;14/06/2025;R$ 47,54;Bingo;Betano;Site
WDFASDLSCZ9;16/05/2025;R$ 125,36;Esportiva;Sportingbet;App
GCLBVAYLWV8;24/07/2025;R$ 44,74;Cassino;Betano;Site
DAHYUJXNFXQ;09/10/2025;R$ 63,01;Poker;Betano;Site
3XE9AQTBHY6;30/05/2025;R$ 18,63;Cassino;Betano;Site
V72A24MCQB4;29/09/2025;R$ 13,88;Cassino;Estrela;App
E58SDW58U84;06/11/2025;R$ 41,16;Esportiva;Betano;Site
VDFSLNU5BJK;03/04/2025;R$ 100,50;Bingo;Superbet;App
5MMFC39YLDB;20/06/2025;R$ 35,05;Esportiva;Pixbet;Site
NU6CSWRA2HD;12/12/2025;R$ 139,43;Esportiva;Bet365;App
7PJHHZA82NY;18/12/2025;R$ 100,67;Esportiva;Pixbet;Site
VUYADCN47WC;22/06/2025;R$ 69,89;Bingo;Sportingbet;Site
RQQE5ARJWTN;21/06/2025;R$ 331,67;Esportiva;Betano;App
HVRNYYYRYL5;26/05/2025;R$ 56,99;Esportiva;Blaze;App
PFCV3BV5HVP;15/10/2025;R$ 113,50;Esportiva;Sportingbet;App
KZE3HE79T83;06/11/2025;R$ 34,62;Esportiva;Betano;App
HBDUVMEPPRB;17/10/2025;R$ 41,42;Poker;Superbet;App
2PRMCFFJC63;24/09/2025;R$ 8,33;Cassino;Bet365;Site
HRE462TN2M2;28/05/2025;R$ 11,01;Cassino;Blaze;Site
GGVQHAQZNTG;09/03/2025;R$ 112,45;Esportiva;Bet365;App
KVG8Z4ZG3LN;27/07/2025;R$ 64,14;Esportiva;Betano;App
LY9AVGSXRZZ;08/03/2025;R$ 39,30;Esportiva;Betano;Site
ZZBEGHY9FCD;12/08/2025;R$ 88,96;Cassino;Superbet;App
XRTLBHC3L5N;12/11/2025;R$ 63,80;Poker;Bet365;App
4XGLTYVFCS4;03/03/2025;R$ 25,13;Cassino;Betano;Site
M9Q24TRDYBB;22/10/2025;R$ 27,62;Poker;Blaze;App
U88WBQ6MKJX;30/10/2025;R$ 113,14;Esportiva;KTO;App
SR55R359UVD;08/03/2025;R$ 318,01;Esportiva;Sportingbet;App
URJDYLVN5YN;07/10/2025;R$ 37,51;Poker;Bet365;App
6HWKJ6Y7AJB;17/03/2025;R$ 87,61;Esportiva;Blaze;Site
3TVFSAFC2PV;09/04/2025;R$ 28,55;Cassino;Sportingbet;App
ZQXYM8B6AN4;14/09/2025;R$ 83,31;Esportiva;Estrela;App
9TA7AF9JYNR;24/03/2025;R$ 38,87;Esportiva;Betano;App
GRBH9SV6Y3Y;19/09/2025;R$ 32,27;Esportiva;Betano;App
JAT38ZCNQM2;21/06/2025;R$ 284,28;Esportiva;Betano;App
W7EEU58PFYL;16/08/2025;R$ 44,21;Esportiva;Sportingbet;App
Y7TNWMM2UJP;11/03/2025;R$ 48,89;Cassino;Sportingbet;App
ZDGHVF5ZXU2;19/05/2025;R$ 17,69;Esportiva;Estrela;Site
ZEF33W82E7E;13/05/2025;R$ 57,17;Bingo;Superbet;App
AQWBGY324DG;24/04/2025;R$ 101,72;Esportiva;Superbet;App
LP47FEBBGV4;23/09/2025;R$ 20,04;Bingo;Betano;Site
8SLJ9BP6455;01/10/2025;R$ 25,93;Cassino;KTO;App
8B845YCR98M;29/05/2025;R$ 102,61;Poker;Estrela;App
XCR7V7WKJ2T;22/07/2025;R$ 106,43;Esportiva;Betano;App
Y6LTHRAM5V4;16/06/2025;R$ 16,13;Esportiva;KTO;Site
FFAWPGECWXW;24/06/2025;R$ 63,73;Esportiva;Superbet;App
UBKHL4U6P2F;24/11/2025;R$ 78,11;Cassino;Betano;App
8P35CB3LW8N;18/05/2025;R$ 31,25;Esportiva;Superbet;App
2LQWQKGHEUH;29/06/2025;R$ 51,81;Poker;Pixbet;App
N2HN4TBBLER;04/04/2025;R$ 55,99;Esportiva;Sportingbet;App
QGDW4BJXRJP;29/11/2025;R$ 48,49;Bingo;Sportingbet;App
HC5U9GYPVFM;29/11/2025;R$ 112,34;Esportiva;Betano;Site
7FAXWFWWHZR;06/08/2025;R$ 20,07;Bingo;Betano;App
T3VJ26EJFNN;11/04/2025;R$ 72,53;Cassino;Betano;App
6HWKJ6Y7AJB;12/03/2025;R$ 69,09;Esportiva;Bet365;App
HMCS93YADXW;11/06/2025;R$ 35,77;Cassino;Blaze;App
4XMB6VCHBLH;03/08/2025;R$ 16,60;Cassino;Pixbet;App
2ZCQ734NDMX;09/09/2025;R$ 44,37;Poker;Estrela;App
T38J3RKPAHT;13/04/2025;R$ 22,10;Esportiva;Sportingbet;Site
EHUBWJEK2QE;04/12/2025;R$ 42,11;Esportiva;Betano;App
UWWTEPR4567;06/06/2025;R$ 60,19;Esportiva;KTO;App
HFKEM5N52RD;01/03/2025;R$ 83,70;Cassino;Pixbet;App
ZZLHVV6KV69;29/11/2025;R$ 89,74;Poker;Bet365;App
2H8JSBQR64Q;11/12/2025;R$ 172,90;Cassino;Blaze;App
77XVT5ZWRGB;29/03/2025;R$ 117,90;Bingo;Betano;Site
NQ4GBV5VZFM;21/08/2025;R$ 51,25;Esportiva;Sportingbet;App
ZJJLJYEZETK;06/09/2025;R$ 58,66;Poker;Betano;Site
PR778FCKKXF;03/05/2025;R$ 16,83;Cassino;Sportingbet;App
CD5Q6XJNJCQ;29/08/2025;R$ 53,64;Cassino;Betano;App
AD8ZBEZ2HPD;23/07/2025;R$ 54,32;Esportiva;Blaze;App
ZVJ8VWNY2TR;02/07/2025;R$ 47,21;Esportiva;Blaze;Site
V4CCVQG8VFE;19/09/2025;R$ 25,67;Esportiva;Pixbet;App
C22JKL6R2QY;09/11/2025;R$ 128,08;Esportiva;Pixbet;App
9RG9A2LK765;22/03/2025;R$ 18,70;Cassino;Pixbet;App
8FEYFA5N77X;25/05/2025;R$ 17,69;Bingo;KTO;Site
XJMZG2CCX4W;14/06/2025;R$ 121,30;Esportiva;Blaze;App
XMR4XKAZLCV;02/06/2025;R$ 81,09;Cassino;KTO;Site
H8R7PS4RR6A;23/08/2025;R$ 189,99;Esportiva;Betano;App
EQ46CU45WMH;24/11/2025;R$ 58,06;Cassino;Pixbet;App
KHTRRLAAJB6;30/05/2025;R$ 18,11;Poker;Pixbet;App
2SMUMZPY5QC;15/09/2025;R$ 127,98;Esportiva;Pixbet;Site
UCT4QVGUFZT;23/03/2025;R$ 18,61;Cassino;Blaze;App
DNM2UD8RZ9K;15/05/2025;R$ 83,44;Esportiva;Estrela;Site
RZXYANT9CA7;11/05/2025;R$ 28,53;Cassino;Betano;App
8T4ENFB9SMN;17/08/2025;R$ 18,50;Esportiva;Estrela;Site
JC6QUULJC42;20/04/2025;R$ 135,06;Esportiva;Betano;App
XEDL6QMJGRE;04/10/2025;R$ 19,69;Cassino;KTO;App
QRT9KWWLNEW;05/08/2025;R$ 92,76;Cassino;Bet365;Site
QG2HCLFZCE6;19/06/2025;R$ 41,75;Esportiva;Sportingbet;App
U7PLYVTRYYU;15/04/2025;R$ 18,22;Esportiva;Bet365;App
MZLPKDHTPV8;21/08/2025;R$ 70,07;Esportiva;Sportingbet;App
9RYUNAX553H;08/04/2025;R$ 37,28;Poker;Bet365;App
DQM5WD8FCP6;13/06/2025;R$ 72,13;Cassino;Estrela;App
XFW62JDBU7N;23/11/2025;R$ 109,39;Esportiva;Pixbet;App
CF59E6J99WG;07/12/2025;R$ 159,82;Cassino;Superbet;App
WLGKK8TN6M3;08/03/2025;R$ 409,84;Cassino;Betano;App
B9VDP9UHBN4;27/04/2025;R$ 55,02;Cassino;Sportingbet;App
6JYNDGCEF63;02/05/2025;R$ 35,88;Esportiva;Betano;App
WUPUEPUVBGE;10/06/2025;R$ 19,27;Cassino;KTO;App
ZLZ2XN6RFWS;11/09/2025;R$ 58,18;Esportiva;Sportingbet;App
VAARCFJ2HJ4;27/06/2025;R$ 23,24;Cassino;Bet365;App
KMG8ELPVGYC;14/08/2025;R$ 82,96;Cassino;Betano;App
35E3H54UHEB;06/07/2025;R$ 25,20;Cassino;Estrela;App
SFTLSXXBZX3;31/03/2025;R$ 38,28;Cassino;Estrela;App
65QP8QLJ5JF;30/04/2025;R$ 52,68;Cassino;Sportingbet;App
TKYE8NNV9KD;20/08/2025;R$ 21,39;Bingo;Blaze;App
WGRNVCABJUF;10/03/2025;R$ 15,08;Poker;Estrela;App
KLBSC283FWP;21/07/2025;R$ 36,60;Esportiva;Sportingbet;App
FY5NGS9SQQZ;09/08/2025;R$ 120,36;Poker;KTO;App
EGBGUD3JQYL;09/04/2025;R$ 7,89;Esportiva;KTO;App
TFUA5DDJYCA;30/08/2025;R$ 11,49;Cassino;Pixbet;App
KJQBWZTPCR4;25/03/2025;R$ 114,37;Cassino;Pixbet;App
CNN7896TVU9;17/12/2025;R$ 19,56;Esportiva;Betano;App
YVYVDLRM2JH;04/12/2025;R$ 22,90;Poker;Blaze;Site
LZUXS67JB8R;25/07/2025;R$ 12,26;Esportiva;Pixbet;Site
K3UXXF9ZHAQ;24/07/2025;R$ 48,01;Cassino;Superbet;App
YLRNEG2U2N2;03/11/2025;R$ 157,83;Esportiva;Estrela;Site
KES4T399LHR;04/12/2025;R$ 34,80;Cassino;Superbet;Site
D6JKAP99WXW;01/05/2025;R$ 128,60;Cassino;Pixbet;Site
VK6KWZYG49T;16/05/2025;R$ 9,48;Poker;KTO;App
L5T3MTRBQR7;21/07/2025;R$ 182,15;Cassino;Estrela;Site
6AAXN72KP8U;27/04/2025;R$ 31,48;Cassino;Betano;App
P5SWFMQ3ERX;03/05/2025;R$ 7,69;Esportiva;Blaze;App
ZLZKL76NJYC;05/10/2025;R$ 40,55;Cassino;Superbet;Site
SJT6A7PLKQY;27/08/2025;R$ 47,11;Esportiva;Sportingbet;Site
M9SUGPWP2EE;06/05/2025;R$ 53,22;Cassino;Superbet;App
3KMKCJZ8XR7;16/06/2025;R$ 6,52;Esportiva;Betano;App
KNW6BDKRB5G;18/08/2025;R$ 302,98;Cassino;Blaze;App
6DGGH36MTVU;28/08/2025;R$ 23,77;Esportiva;Blaze;App
X2HKT3XBZG2;06/11/2025;R$ 53,21;Esportiva;Bet365;App
C75PDMKB8UX;05/09/2025;R$ 44,77;Esportiva;KTO;App
2NV958QEVYP;05/12/2025;R$ 40,73;Esportiva;KTO;App
87EJTESU23S;04/08/2025;R$ 43,50;Esportiva;Sportingbet;App
HPDAL5BY28F;16/05/2025;R$ 22,19;Poker;Sportingbet;Site
LYAJYHVNQM6;21/04/2025;R$ 122,60;Esportiva;Blaze;Site
8H2L2EEQUJB;23/09/2025;R$ 9,25;Esportiva;Sportingbet;Site
H38QKHJPVWG;27/06/2025;R$ 177,11;Esportiva;Blaze;Site
A7NHNN55FNE;01/07/2025;R$ 20,60;Esportiva;Sportingbet;App
MQMHBJZQ3X9;19/07/2025;R$ 88,31;Cassino;Sportingbet;App
LUNPD9YBV83;22/10/2025;R$ 19,07;Cassino;Blaze;App
6Q9J8L9SA8G;07/08/2025;R$ 131,58;Cassino;Bet365;App
GFMFEJLC9HT;14/11/2025;R$ 40,34;Esportiva;Pixbet;App
RD39NAX2BM3;05/07/2025;R$ 28,18;Esportiva;Blaze;Site
BVVK38QPGAP;04/09/2025;R$ 58,69;Esportiva;Pixbet;App
WP4CLQ9EZSP;21/11/2025;R$ 16,69;Esportiva;Blaze;App
E9BAA94AYQ9;28/09/2025;R$ 44,64;Bingo;Pixbet;App
4DBU6AW897U;14/10/2025;R$ 60,41;Cassino;KTO;App
EBZEWJDXMLZ;12/05/2025;R$ 31,71;Cassino;KTO;App
XRKAUQDK39T;03/10/2025;R$ 18,52;Esportiva;KTO;App
SVTN9C4FGVW;28/10/2025;R$ 34,45;Esportiva;Superbet;App
T65DKC27HYD;14/03/2025;R$ 34,79;Cassino;KTO;App
28GZM598SUL;10/04/2025;R$ 69,58;Poker;Blaze;App
SQNEU9WZ3B3;29/09/2025;R$ 51,05;Poker;Estrela;App
JVQCC4WML5J;13/09/2025;R$ 121,35;Bingo;Bet365;App
UGKUKLXYRKF;05/09/2025;R$ 22,36;Esportiva;Blaze;App
EBYVJBHL4JK;06/12/2025;R$ 121,51;Bingo;KTO;App
7RCWYF4ZVDR;15/09/2025;R$ 31,98;Cassino;Pixbet;App
P458V44QQPY;15/10/2025;R$ 12,62;Esportiva;Betano;App
WVBSGF5JV5V;28/03/2025;R$ 9,38;Esportiva;Sportingbet;Site
VRRRSHFJ79M;09/10/2025;R$ 14,27;Esportiva;Bet365;Site
9CAX53VP7K6;05/11/2025;R$ 123,13;Esportiva;Betano;App
