cpf;dt_transacao;valor_aposta;modalidade;casa_aposta;canal
kzv2uwwswdh;2025-12-02;R$ 21,72;POKER;KTO;App
EDLR-84NU-2N2;22/07/2025;80.55;Esportiva;Bet365;App
 u8ve6jvr4fm;15-11-2025;52,87;Cassino;KTO;site
x6ch23prtsk;2025-10-30 00:00:00;32.81;Esportiva;Blaze;app
y4b.sv92.92wd;2025-06-07 00:00:00;32.42;ESPORTIVA;Blaze;App
6lr.ajts.zq2f;19/03/2025;105.15;cassino;Bet365;app
28pskckfw5u;2025-06-07 00:00:00;21,09;Esportiva;Estrela;site
82AP-4X6V-YL4;21/10/2025;124,74;ESPORTIVA;Superbet;App
v86.7wbn.v4fq;2025-08-22;37,81;esportiva;Bet365;Site
nfyr8fnql98;2025-12-13;46,44;esportiva;Bet365;App
pvpggbmdpr3;09-05-2025;78.65;Esportiva;Sportingbet;App
gsj.9qk8.9uay;2025-10-22 00:00:00;45,35;cassino;Estrela;Site
zw6trtwxl7t;15/06/2025;29.97;CASSINO;Bet365;App
hfe.2hg2.9p6f;2025-04-25;110,53;cassino;Betano;app
ugk.uklx.yrkf;26/09/2025;51.07;poker;Superbet;app
jjx.933u.xls8;2025-05-09;62.30;Esportiva;Estrela;app
crx4dtz6nsw;2025-04-23;27.88;Cassino;Bet365;app
GBQR-T6LB-JX8;04/06/2025;104.07;Cassino;Estrela;app
8fm.avnx.wq4h;09-10-2025;23.11;Poker;Pixbet;site
MM64-X7JB-8EZ;05/12/2025;293.79;ESPORTIVA;Superbet;app
ut94rnnnab2;2025-05-10 00:00:00;70.89;Cassino;Betano;app
GCJC-GC2U-S3P;2025-12-15 00:00:00;R$ 70,55;ESPORTIVA;Sportingbet;app
wfs.w5k4.wsu9;2025-06-19;39,42;esportiva;Superbet;Site
9cp.snh7.fzqb;03/11/2025;79.93;Bingo;Blaze;App
2wt.jykp.u3bl;2025-05-08 00:00:00;38.56;esportiva;Blaze;app
lqg.tszv.zget;2025-07-04;39.77;Esportiva;Superbet;site
nta.huar.vgfr;09/05/2025;45,42;ESPORTIVA;Superbet;App
43D8-N3UM-4KK;30-04-2025;57,77;Cassino;KTO;app
4ks.kltl.9hxv;2025-04-12 00:00:00;29.15;Esportiva;Betano;site
ma2.j2rm.tqnj;26/06/2025;35.43;bingo;Blaze;app
9SDT-ELVJ-3RV;2025-09-12 00:00:00;44.91;Cassino;Pixbet;app
cn3.aa8v.bcre;16/12/2025;10.69;poker;Betano;App
rlg.wbqp.6lrv;2025-06-06;45.37;Esportiva;Estrela;app
gfm.fejl.c9ht;2025-04-04;55.13;Cassino;Estrela;app
h7sz6ubbasa;2025-03-07;71,03;poker;Betano;app
22d4brhmpub;18/06/2025;13.48;CASSINO;Bet365;app
2lq.wqkg.heuh;10/05/2025;R$ 48,07;esportiva;Pixbet;site
sxw.j9zu.z2u7;30/03/2025;10.98;esportiva;Betano;Site
VNCL-GGHX-DGY;2025-03-23;13.42;Esportiva;Blaze;App
SX4B-GAN3-CTA;24/03/2025;169.55;ESPORTIVA;Sportingbet;App
vz3.3qg9.qrsl;2025-07-31 00:00:00;35.96;Bingo;Pixbet;site
qqe.zc3u.jqj7;2025-03-28 00:00:00;95.00;esportiva;KTO;App
v4c.cvqg.8vfe;2025-09-28;64,29;BINGO;Pixbet;App
n2s.6rb3.8ymn;21/04/2025;28,78;CASSINO;Superbet;Site
efn.m4yv.kc3q;2025-12-03 00:00:00;74.32;CASSINO;Pixbet;App
WDFL-BPQ2-FUX;2025-03-21;32.18;Cassino;Blaze;App
3lvtf2vg2v5;15/09/2025;93.51;POKER;Pixbet;app
fg5.rhag.4a72;2025-05-23;128.07;Esportiva;Sportingbet;site
y2w6kum9cm2;2025-06-10 00:00:00;64.27;esportiva;Estrela;App
6vc.lf25.zwtb;14/04/2025;60.58;esportiva;Sportingbet;Site
RZXY-ANT9-CA7;05-09-2025;38,08;ESPORTIVA;Blaze;app
UUWF-LD4D-3FG;08/12/2025;24,19;esportiva;Blaze;App
UZPV-54WG-UN7;2025-05-19 00:00:00;40,46;esportiva;Betano;app
J33E-8J8T-D5V;07/12/2025;126,31;esportiva;Sportingbet;Site
rtf.lyan.s7c6;2025-09-03;27.77;esportiva;Betano;App
7tx.lzh6.rszn;2025-10-30 00:00:00;42.00;BINGO;Superbet;Site
peyvyp7x7cx;2025-06-05 00:00:00;R$ 14,17;Esportiva;KTO;app
s4r.ea7s.uayv;2025-08-25 00:00:00;25,18;esportiva;KTO;Site
sba.4wzl.uesa;2025-08-18 00:00:00;20.77;CASSINO;Betano;Site
dfn.kvjq.zyed;2025-07-01;45.08;ESPORTIVA;KTO;App
y8c.fksx.thzv;2025-05-11 00:00:00;22,23;BINGO;Bet365;app
hm8.c3fg.frgn;12/04/2025;41,06;ESPORTIVA;Pixbet;site
ar6ldnscrx8;12-08-2025;108.96;cassino;Pixbet;app
6q9.j8l9.sa8g;2025-04-11;47.72;Cassino;Estrela;App
NBDN-PZPN-H8X;2025-07-17 00:00:00;14,70;esportiva;Estrela;App
4DJZ-67J9-NH2;29-07-2025;16.47;Esportiva;Pixbet;site
yqfh88765kx;31/10/2025;61.39;Cassino;Sportingbet;Site
HLZN-Z67X-DAK;2025-09-03 00:00:00;84,14;Cassino;Estrela;app
6XT5-DQAD-4EN;2025-06-22;52.03;POKER;Blaze;App
atf.uvyv.d5qu;2025-09-12 00:00:00;49.20;Poker;KTO;site
vst.rwau.7nfn;2025-03-15 00:00:00;81,23;cassino;Sportingbet;site
6YH3-4MCQ-9L7;2025-04-02 00:00:00;129.82;BINGO;Sportingbet;App
83D3-KVNX-ZZF;02/09/2025;R$ 102,45;Cassino;Sportingbet;app
kmkkzbruhby;2025-11-12 00:00:00;71.93;Poker;Estrela;app
lnp.y2nc.tyqr;2025-04-25;49.31;Poker;KTO;Site
 ptb.tycq.dzg8;2025-05-14 00:00:00;67.76;Cassino;Superbet;App
d5b.t9j9.wl6e;2025-06-29 00:00:00;35.89;cassino;Bet365;site
dce.8xbt.l5gw;2025-06-22;135.90;cassino;Pixbet;app
tm3sh8v2hbf;22-10-2025;43.99;Esportiva;Bet365;Site
NSBS-SZEB-B8M;2025-12-17 00:00:00;64,46;Poker;KTO;Site
9UFR-LJYE-7CM;10-08-2025;22.47;Esportiva;Pixbet;App
9r4s476be83;2025-08-18;17,92;esportiva;Estrela;App
caj.exse.82px;06/03/2025;26.78;Bingo;Betano;site
a4bwqesmdtb;26-07-2025;123.65;ESPORTIVA;Blaze;App
dca.5jer.ccdm;2025-08-05 00:00:00;19,96;CASSINO;Blaze;Site
lgg.a6x8.fxld;2025-08-29 00:00:00;17.51;Poker;Pixbet;app
vd4abxxxtpb;2025-08-06;128.10;ESPORTIVA;Bet365;app
8C5P-RYV6-4HJ;2025-11-05 00:00:00;R$ 78,33;esportiva;Pixbet;app
wpf.p83a.pgww;03/10/2025;7.20;Cassino;Blaze;site
kbj.bue2.g7s5;2025-06-26 00:00:00;24.29;cassino;Bet365;Site
PMZE-R6ZG-H7U;07-04-2025;-156.84;ESPORTIVA;Sportingbet;app
vmg.ugte.uf6l;2025-11-18;15.39;esportiva;KTO;app
y3y.kev3.km8h;2025-10-10 00:00:00;15.94;esportiva;Blaze;app
6rw5pg4ajew;2025-08-26 00:00:00;R$ 112,66;Esportiva;Blaze;App
e38xhe5fefe;10/08/2025;128.76;esportiva;KTO;app
x2hkt3xbzg2;2025-04-01 00:00:00;155,22;Esportiva;Sportingbet;Site
uw3.yk7n.yqsu;2025-10-18;7.60;Esportiva;Bet365;site
kn5mtxn76bn;2025-04-18;97.02;esportiva;Betano;app
82ZG-QQKU-R3L;2025-12-06 00:00:00;R$ 292,03;cassino;KTO;App
yb9.ahjm.rm74;2025-09-11 00:00:00;88.45;Esportiva;Blaze;app
ela.lp8p.t5el;2025-08-29 00:00:00;43.70;poker;Superbet;app
e4gptzhl3lv;2025-05-03;28.20;Esportiva;Estrela;app
kc47jt3ae2k;2025-10-29;14.70;Cassino;Bet365;App
QMDQ-JYJW-FAF;20/03/2025;118,43;ESPORTIVA;Sportingbet;App
zyh.5nef.ygrz;2025-10-16 00:00:00;66.82;Cassino;KTO;App
yew.wtyp.xzuy;31/03/2025;50,54;Esportiva;Estrela;Site
y56wlcpdsv3;2025-06-26 00:00:00;21.88;Poker;Blaze;site
6hwkj6y7ajb;08-10-2025;91.44;cassino;Estrela;app
tbkkqsykhb5;2025-11-19;112.48;Esportiva;Estrela;Site
uyxct23v6un;2025-03-12 00:00:00;37.38;Esportiva;Estrela;app
2QWW-GUXX-HTP;2025-09-22 00:00:00;49.46;Esportiva;Superbet;App
lwx.73hg.6rd4;2025-05-11;20.80;esportiva;Blaze;app
w7yqkh55lph;14-12-2025;69,72;Bingo;Sportingbet;App
fly.xphb.ygz9;12-06-2025;34.04;esportiva;Pixbet;app
6GWQ-AGA3-NPJ;2025-08-10 00:00:00;24,87;bingo;Blaze;app
BEBJ-HE2K-9CF;29/05/2025;73.05;esportiva;Superbet;app
NQ9V-D9UF-DCA;2025-04-20 00:00:00;50.23;Bingo;Pixbet;App
yu26bx4gcss;08-11-2025;29.96;Cassino;Blaze;App
BNSL-LZ9J-DBN;2025-07-08 00:00:00;20,67;Esportiva;Betano;App
amsrvshsevj;2025-12-06;71,93;CASSINO;Betano;site
3ncjf7a4ees;30/07/2025;50.69;esportiva;Superbet;App
cfs.2gmq.xhke;2025-11-07;16.38;ESPORTIVA;Bet365;App
 zcdd6s9t7sf;2025-03-16;50.77;ESPORTIVA;Sportingbet;Site
7yg.ne6y.l8ny;2025-10-01;60.26;Cassino;Blaze;Site
2p5.dwwk.f47s;31/10/2025;28.74;POKER;Estrela;App
fkq6nzljnnn;2025-08-24 00:00:00;51.32;ESPORTIVA;Blaze;App
zkjyc32c5rv;2025-12-06;11,04;ESPORTIVA;Blaze;app
w9c.hvla.pkql;2025-08-07;19.19;Poker;Betano;site
nr7.evuq.2z69;2025-12-07;98.16;Esportiva;KTO;site
Y3YK-EV3K-M8H;2025-11-29 00:00:00;68.80;CASSINO;Blaze;app
jkyeqbsreg6;05/06/2025;24.11;cassino;Bet365;Site
EGW2-5LBR-HFE;2025-04-23 00:00:00;22,26;Cassino;Estrela;app
rfh.akef.das7;16/06/2025;42.81;ESPORTIVA;Estrela;app
3xe9aqtbhy6;2025-05-18 00:00:00;31.37;Poker;KTO;App
rtyuhxvgws3;2025-04-13;20.48;POKER;KTO;site
8cg.zstq.sysh;16-11-2025;97.75;esportiva;KTO;App
eqk.7tmj.ess8;03/11/2025;R$ 35,21;esportiva;KTO;site
mdc.k5zp.x2ch;05/05/2025;39.26;CASSINO;KTO;Site
34ME-DLDQ-5LU;2025-10-15 00:00:00;106.06;esportiva;Superbet;site
eng.3284.89la;2025-04-16;33.74;Bingo;Pixbet;app
jwbry88eb74;2025-11-26;136.02;Esportiva;Estrela;App
u3n.36cq.hxpk;2025-05-01 00:00:00;18,54;esportiva;Pixbet;site
9aywljskvrn;2025-08-30 00:00:00;21.59;Esportiva;Pixbet;App
AFPD-8MTY-LXF;2025-11-11 00:00:00;61,82;Esportiva;Sportingbet;site
9b5xywl3z7a;04/08/2025;8.53;poker;Sportingbet;App
H8XR-4TQB-6CL;29/06/2025;68.99;poker;Bet365;app
qth.w8qp.u4tq;2025-03-01 00:00:00;102.95;Poker;Pixbet;app
8sd7msunxze;26-10-2025;R$ 38,03;CASSINO;Blaze;App
2h5.5mba.2rh4;2025-11-29 00:00:00;60.28;Esportiva;Estrela;app
v9mpuuf49sn;03/09/2025;68.78;ESPORTIVA;Bet365;app
 taz9u274qbf;11-04-2025;87.29;Poker;Bet365;site
 zxw.klk7.rgkt;05-10-2025;37.52;ESPORTIVA;Bet365;Site
EZL5-SP26-VNJ;28/11/2025;23.21;esportiva;Superbet;Site
5kd.pl8w.82yd;2025-05-05 00:00:00;38,53;Esportiva;Superbet;app
dkxyjll6udf;09/07/2025;92.07;CASSINO;Superbet;site
cwj.cmwe.8fgc;2025-09-13 00:00:00;21.75;Esportiva;KTO;app
7v7kfmyanxx;2025-08-26 00:00:00;72.77;POKER;Estrela;app
R5R3-VNWC-XG2;06/04/2025;R$ 43,76;CASSINO;Estrela;app
qck2rnxb7vh;14/11/2025;31,75;CASSINO;KTO;App
6wm7vb3d2dc;13/04/2025;113.78;cassino;Blaze;app
s2w.5799.46rd;18-11-2025;R$ 18,19;Cassino;Betano;site
X2GR-2S3X-FG3;2025-05-09 00:00:00;93,47;Esportiva;Pixbet;App
km3jksqwg6q;07/11/2025;R$ 14,18;POKER;Bet365;App
dq954zrk6un;2025-07-06 00:00:00;144.03;Cassino;Bet365;site
xk4.6jdd.vjbu;09-12-2025;51.23;ESPORTIVA;Blaze;Site
JHMK-FXUE-B7Y;16-09-2025;14.00;Esportiva;Betano;site
q8lnl4qlhdt;2025-10-08 00:00:00;13.18;poker;Bet365;App
QG2H-CLFZ-CE6;2025-06-16;86.20;Cassino;Blaze;app
SAYN-ZU6H-P3T;06-10-2025;58.31;Cassino;KTO;App
cn4bss8smpg;2025-10-04 00:00:00;83.23;Cassino;Bet365;App
ckv.xvl5.c48x;2025-03-08;23,57;Esportiva;Betano;app
wpw.e4tf.pkmb;2025-12-05;84.54;POKER;Betano;App
7U6M-6GYS-U9L;2025-08-18 00:00:00;58.57;CASSINO;Superbet;site
95FD-RQED-KDF;2025-09-27 00:00:00;72,74;Cassino;Blaze;site
9celug9rtgk;2025-12-15 00:00:00;150.93;cassino;Estrela;site
lpq.2y4p.45sx;08-04-2025;20,93;CASSINO;Estrela;Site
j4g.etnp.me24;2025-07-21;42.56;Poker;Betano;site
wzq.rw5u.rgyq;2025-06-25;24.35;esportiva;Estrela;app
7ux.j2e5.5x97;2025-04-18 00:00:00;161.44;cassino;Blaze;app
nsl.rt4k.b9mm;2025-08-19;36,25;poker;Betano;App
5vk.259t.udn3;2025-06-23;148.55;CASSINO;KTO;app
fte.y9v6.g2ln;2025-07-28 00:00:00;17.63;Esportiva;KTO;Site
EGGW-6SEC-5XR;18/03/2025;106.52;POKER;Pixbet;App
k48mss5fdwb;2025-07-13 00:00:00;66.21;Esportiva;Pixbet;App
k8j.p5s2.azf6;2025-04-25 00:00:00;37.60;esportiva;Pixbet;site
jtd6ajn3zr7;16-03-2025;17.21;Cassino;Blaze;App
MGJU-Z2S2-UMM;2025-04-27;29.10;ESPORTIVA;Estrela;site
gezx39fruh3;2025-09-01;71.91;esportiva;Bet365;site
ept.ztz3.3v7a;2025-11-07;36.66;Esportiva;Betano;app
23xa5jszkxs;01/09/2025;70.21;CASSINO;Estrela;Site
2w3.wnuz.n763;2025-04-15;42.62;Esportiva;Pixbet;app
qlw.gt2h.catp;2025-04-25 00:00:00;42.63;CASSINO;KTO;App
 wqfa8kkxjny;19/07/2025;108.07;Esportiva;Sportingbet;App
ghnm274jg4x;27/08/2025;17,40;Esportiva;Bet365;Site
jxebmh5npnl;08-05-2025;51.73;esportiva;Blaze;app
L9PT-2CYU-W8R;26/10/2025;69,35;esportiva;Blaze;App
rqq.e5ar.jwtn;07/08/2025;184,37;Esportiva;Bet365;site
WPMD-LND9-7CV;2025-03-27;58.65;esportiva;Sportingbet;Site
TU3W-B4CS-5SP;30/09/2025;83,79;BINGO;Estrela;Site
kvf.q9cc.j4nw;2025-05-29 00:00:00;-72.34;CASSINO;Bet365;App
zsek3r5e269;2025-03-21 00:00:00;113.09;esportiva;Betano;app
 ay5.97um.d8zz;2025-09-30;56.60;Cassino;Pixbet;site
vd4abxxxtpb;2025-08-27;48.08;esportiva;Sportingbet;app
yb4xst5n6cj;25/06/2025;106.86;Poker;KTO;app
RHML-DSHK-GBE;08-12-2025;49,50;ESPORTIVA;Sportingbet;Site
9kbwnu4c4kj;19-11-2025;77.97;Cassino;Superbet;App
nuk.sssf.tzz8;2025-10-25 00:00:00;161.87;Cassino;Betano;app
vc5waafxsrt;2025-09-23 00:00:00;93.50;Cassino;Bet365;App
up8.f98j.hlz3;23/10/2025;85.62;Esportiva;Estrela;Site
2vddnq9kg8e;2025-08-04;31.69;ESPORTIVA;Betano;app
4j4uddufhc8;2025-06-26 00:00:00;16,67;Esportiva;Bet365;Site
WKYN-44VT-K66;2025-11-17;158,06;cassino;Estrela;Site
bvff56eh74j;2025-06-04 00:00:00;80.11;Cassino;Bet365;site
ytb.adtp.ycje;2025-08-08 00:00:00;82,88;Esportiva;Pixbet;App
zrpp5mtcl6c;2025-05-16 00:00:00;327.58;cassino;Pixbet;Site
x2gr2s3xfg3;13/08/2025;35.42;esportiva;Superbet;App
82ck3dylgt7;2025-07-11;14.97;POKER;Betano;app
8C5P-RYV6-4HJ;2025-12-02;107.18;ESPORTIVA;KTO;App
jfk.4xue.a9fu;2025-09-10 00:00:00;84.54;ESPORTIVA;Blaze;App
2xm.3nlj.xvhl;2025-12-01 00:00:00;19.49;Esportiva;Betano;app
u8v.e6jv.r4fm;2025-11-08 00:00:00;80.60;ESPORTIVA;Pixbet;app
RKQF-QRTS-RNL;18-08-2025;12,43;cassino;Pixbet;site
MQMH-BJZQ-3X9;2025-03-29 00:00:00;57.13;Bingo;Blaze;Site
R9BM-EDWR-E6V;2025-03-01 00:00:00;97.71;ESPORTIVA;Betano;app
v4c.cvqg.8vfe;2025-07-20 00:00:00;45.57;CASSINO;Bet365;App
dt8hwjfj4b5;2025-05-09;13.92;Bingo;Blaze;app
CAVD-7SW8-GQH;2025-04-08 00:00:00;82,27;Bingo;KTO;App
mxv7mdy8sus;16/04/2025;113,33;cassino;Estrela;app
4xtre49j8u4;2025-03-13;11.80;CASSINO;Blaze;App
pgc64xa5rr6;06/06/2025;39,68;Esportiva;Superbet;app
FFAW-PGEC-WXW;2025-05-17 00:00:00;38,14;CASSINO;Betano;App
bp4.byjl.hw5w;2025-03-17 00:00:00;11.26;Esportiva;Blaze;Site
 4PXN-89YU-9W3;2025-06-24 00:00:00;15.07;cassino;Estrela;app
3R2E-B9JU-49U;2025-06-19 00:00:00;227.98;CASSINO;Bet365;app
ZGNM-W5DK-ZYA;12-11-2025;119.15;Poker;Bet365;site
4ay.3a3v.yejc;23/03/2025;23.21;Esportiva;Sportingbet;app
R4H7-5T8G-U8T;16-08-2025;201.98;esportiva;Betano;App
d2p.nacz.wcab;2025-12-03 00:00:00;35.52;Bingo;KTO;site
 6l399jl8ngv;2025-07-21 00:00:00;22.35;esportiva;KTO;Site
KBRJ-DEJN-PK5;2025-11-23 00:00:00;38.07;esportiva;Blaze;Site
BQ8S-EHA3-6JJ;2025-04-29;16.68;ESPORTIVA;Bet365;app
hej.xfup.f6ua;01-03-2025;21.41;Poker;Blaze;App
7u6.m6gy.su9l;2025-05-08 00:00:00;40.85;poker;KTO;App
l9pt2cyuw8r;2025-04-29 00:00:00;145.18;esportiva;Superbet;App
maw.7a89.nyhb;04-05-2025;15.45;Bingo;Bet365;App
9ca.x53v.p7k6;30/04/2025;75.70;CASSINO;Bet365;site
w45.tg9b.dvwd;10/12/2025;127,24;ESPORTIVA;Sportingbet;app
V8YE-B8FH-M7D;2025-10-27;148,85;bingo;Sportingbet;App
dbkxeqlm5lt;2025-06-28;39.10;Esportiva;Sportingbet;app
rqqe5arjwtn;2025-10-07;47.15;ESPORTIVA;Bet365;app
qjbthvhbzed;2025-03-14 00:00:00;8.40;BINGO;KTO;App
64x.gmhb.d3bg;27/08/2025;26.28;esportiva;Betano;App
kes.4t39.9lhr;2025-12-15;15.85;Bingo;Blaze;App
b529xdxfcpy;05/07/2025;86.79;esportiva;Pixbet;app
ge863zlr44s;2025-07-10;R$ 58,38;CASSINO;Superbet;app
a8a.3dwa.utgl;08/09/2025;33.18;POKER;KTO;Site
v2kylqw9tyv;08/04/2025;41,57;esportiva;Bet365;site
4ar.7t6l.zw4y;2025-08-05 00:00:00;169,71;Cassino;Betano;app
ug5.r3st.s7wl;01/10/2025;60.87;cassino;Bet365;App
DBKX-EQLM-5LT;05/06/2025;137.34;esportiva;Bet365;App
nkve4t75c6b;13/08/2025;78.04;Cassino;Superbet;App
 jfk4xuea9fu;18-10-2025;84,32;ESPORTIVA;KTO;App
lah.3jzq.z8ky;2025-09-01;14.65;esportiva;Betano;App
mzl.pkdh.tpv8;2025-06-14 00:00:00;161.58;Esportiva;Sportingbet;site
7u6.m6gy.su9l;14/04/2025;18.73;Esportiva;Sportingbet;App
5KDP-L8W8-2YD;22/06/2025;108.66;ESPORTIVA;Sportingbet;App
6ah.tppd.maph;27-05-2025;42.55;Cassino;Sportingbet;app
fzm.llah.4ryv;2025-11-15;45.87;bingo;KTO;app
vxtc9g5av2g;09-05-2025;97.22;esportiva;Superbet;Site
mrx.q4mr.szlj;2025-05-16;47,91;Cassino;Superbet;Site
58s.lyrw.zyh2;09/03/2025;53.27;Esportiva;Pixbet;app
vmw.tyqk.v8yf;06/09/2025;R$ 42,21;cassino;Estrela;app
xazmqtyhfw3;22/06/2025;25.18;POKER;KTO;Site
xeg.nzy7.2mb4;2025-10-03 00:00:00;67.02;esportiva;Blaze;App
veg.3jze.zb8c;2025-06-18 00:00:00;40.76;CASSINO;Blaze;app
el9.jlnq.5zdj;03/10/2025;99.25;esportiva;Pixbet;Site
kqa5y3qyjyf;04/06/2025;131.68;ESPORTIVA;Bet365;app
vfj.cv5h.xect;2025-11-22 00:00:00;27.54;bingo;Superbet;site
ckg.2b5c.s6j3;2025-07-16 00:00:00;106,97;Poker;Blaze;Site
2adfuqy8f8h;2025-12-04 00:00:00;24.71;Poker;Bet365;site
s22.4nt4.bvnl;2025-04-27;125.05;Cassino;Superbet;app
gll.aw6t.dlkr;2025-10-27 00:00:00;18,91;ESPORTIVA;Superbet;app
XVC2-9EE3-2AN;2025-04-03 00:00:00;21.14;Esportiva;Pixbet;App
27w.pqva.xb33;2025-11-21;66.22;poker;Blaze;App
yge.96td.hz3l;2025-11-18;67.01;cassino;Estrela;site
sgh.4vfn.nc44;30-04-2025;59.37;bingo;Superbet;site
zlx.jedg.ll9z;23/03/2025;18.47;BINGO;Superbet;App
lnqfhny4u8g;27/06/2025;9.48;Poker;KTO;App
52z.cl5c.cdx3;2025-10-11 00:00:00;48.83;BINGO;Blaze;app
988.lnfa.n5c9;12/04/2025;42,50;Esportiva;Superbet;app
vbspyfj2uva;03/04/2025;21.77;cassino;Pixbet;app
8BBB-PFSP-9ZJ;27/08/2025;311,46;Cassino;Betano;App
GV9A-9D6H-2AJ;2025-11-06;21,66;Poker;Superbet;app
RNZJ-X5TJ-TPK;22/10/2025;143,54;Esportiva;Sportingbet;Site
JSZQ-QZKY-RXX;2025-06-04 00:00:00;49.94;esportiva;Pixbet;app
c3w.ed3b.slyb;2025-07-02 00:00:00;28,35;POKER;KTO;site
58j.d38d.39u5;2025-10-10;R$ 37,96;CASSINO;Bet365;site
X386-JXT2-E9E;2025-05-01;16,09;esportiva;Superbet;app
3XTS-GU55-RR2;2025-07-07;40,19;esportiva;Bet365;app
79duvc8dj8t;30/04/2025;56.37;esportiva;KTO;App
VX5P-GWTP-BY2;2025-06-16 00:00:00;40.36;esportiva;Pixbet;Site
2v29sutjqta;2025-07-08 00:00:00;15.51;ESPORTIVA;Superbet;app
l7ldjj7l6mx;11/03/2025;32.85;Esportiva;KTO;site
fqq.4te5.eyjd;10-11-2025;162,78;ESPORTIVA;Superbet;App
r5t.jux7.2dux;2025-03-13 00:00:00;84.82;ESPORTIVA;Sportingbet;app
b4p.rxz9.85gx;2025-10-06 00:00:00;62.70;POKER;Sportingbet;app
4dz.zs3r.5r7h;09/12/2025;60,07;CASSINO;Pixbet;App
mmqegytwdxl;2025-04-24;50.58;CASSINO;Pixbet;app
y3v.nbqd.cu72;05/09/2025;72,76;cassino;Bet365;site
z8g.ep3f.mqd8;2025-10-02;R$ 20,31;Cassino;Blaze;site
W8UV-CK44-L4F;2025-11-24 00:00:00;30.48;CASSINO;Superbet;app
q33.xmz8.wdlc;2025-03-10 00:00:00;36,29;ESPORTIVA;KTO;Site
A84J-E446-TZZ;29-05-2025;59.83;Bingo;Superbet;app
vhw.dyhs.d9nv;31-07-2025;56.16;POKER;Pixbet;App
 ylj.9j2p.7bu4;21-11-2025;145.21;POKER;Sportingbet;site
fhk.6j9x.m6ts;2025-07-11 00:00:00;49,42;ESPORTIVA;Blaze;App
rb5.95ec.sh2x;2025-04-18 00:00:00;18.17;CASSINO;Betano;Site
4XMQ-T4RX-RKV;2025-06-08;26,38;bingo;Sportingbet;app
2682-Z33A-UXU;10-04-2025;R$ 142,65;cassino;Pixbet;site
jszqqzkyrxx;11-09-2025;R$ 45,41;Esportiva;Superbet;App
wp4.clq9.ezsp;2025-06-13 00:00:00;108.97;esportiva;Betano;app
3wm9l9ac8er;2025-09-09;R$ 187,58;ESPORTIVA;Estrela;App
 EZR9-W2MK-3AU;2025-10-29 00:00:00;22,80;Cassino;Blaze;app
n47dflq3uge;04-11-2025;57.41;POKER;Pixbet;App
a3e.3yn5.htdx;16/07/2025;27.76;ESPORTIVA;Betano;Site
v44.gnl4.udgk;2025-12-17;124,05;Esportiva;Sportingbet;App
 h7s.z6ub.basa;2025-09-13;39.29;ESPORTIVA;Pixbet;App
tnd.pgne.8fdw;22-06-2025;81,40;Esportiva;Estrela;app
c6w8wrflhj7;17-04-2025;21.04;Bingo;KTO;site
ted.296p.7ybt;29-04-2025;26.55;ESPORTIVA;Bet365;app
mqb.mu98.zlsn;11/11/2025;33.34;Cassino;KTO;App
8cg.zstq.sysh;22/09/2025;42.00;Cassino;Betano;Site
5AWQ-HM89-TQC;2025-08-31 00:00:00;189.31;CASSINO;Betano;app
3WT3-B3NX-VFS;12-04-2025;30.85;Esportiva;Bet365;App
dh854mp5fje;02/12/2025;7.76;CASSINO;Pixbet;App
c89.rnrb.b9v7;2025-09-20;R$ 29,48;Poker;Pixbet;app
8832-H5W3-LHW;03/03/2025;526.35;Bingo;Pixbet;app
dz2.tdjs.f9bt;24/11/2025;74.48;esportiva;Pixbet;App
az9p6lbg24k;25/11/2025;20.09;Esportiva;Betano;site
 dhhk5mewebp;08-03-2025;23.98;Esportiva;KTO;App
 jfbgvlpc6r4;2025-12-09 00:00:00;39.09;Cassino;Blaze;App
xh3.luyb.8sav;18/12/2025;30.01;Esportiva;Sportingbet;site
5s3.rrv8.pv7m;2025-03-10 00:00:00;69.68;BINGO;Pixbet;app
q562wva4a3z;2025-11-27;36.45;ESPORTIVA;Sportingbet;App
89f.2vrz.ulte;2025-11-28;32,57;bingo;Bet365;App
cex.fbwz.em3e;2025-04-28 00:00:00;56,50;Poker;Estrela;app
4mjnzlgelbl;2025-08-18 00:00:00;R$ 524,44;ESPORTIVA;KTO;app
7ueqrabtt7f;15-11-2025;17.96;Poker;Pixbet;site
n3p8ffy2xka;2025-05-01;78,41;ESPORTIVA;Blaze;App
xvc29ee32an;2025-06-04 00:00:00;57.30;Cassino;Betano;Site
c2f.nb5p.m4z2;31/10/2025;R$ 35,60;POKER;Estrela;App
vc5waafxsrt;28/11/2025;R$ 70,63;cassino;KTO;app
tt2zs423bjf;2025-05-04 00:00:00;42.30;CASSINO;Betano;App
 5ms.c89q.yrgf;2025-06-03;32,74;cassino;Bet365;App
pft.d23x.u5ee;13-09-2025;40,54;CASSINO;Bet365;app
yec.8ugs.glmr;27-11-2025;154.15;ESPORTIVA;Blaze;App
yzp.xlad.vuhq;26/03/2025;136.23;esportiva;Pixbet;app
7AKY-RCRC-ZMD;22-07-2025;84.51;ESPORTIVA;KTO;Site
h85.nchv.q5mf;2025-07-27 00:00:00;6.71;ESPORTIVA;KTO;App
5dz.rwfm.8fhv;12/03/2025;41.83;Esportiva;Betano;App
uvu.m2n2.rqjp;11/03/2025;185.93;cassino;Blaze;app
