id_contrato;cpf;dt_contratacao;produto;canal_originacao;valor_contratado;prazo_meses;taxa_juros_am;limite_aprovado;score_bureau;renda_declarada;idade;uf;sexo;status_contrato;fpd_15;over30_3m;over60_6m
C0017344;WJ9DSZ6AL84;09/11/2025;Crediário;Parceiro;711.01;12;7,68;1.543,05;695;R$ 4.090,00;47;RJ;F;Quitado;0;0;NAO
C0007723;UW7KRPM9WF5;08/07/2025;ep;site;313.36;6;8,33;630,50;666;R$ 910,00;80;SC;F;Ativo;0;0;NAO
C0024015;LHUEXBZZY6E;30-08-2025;CREDIARIO;APP;R$ 367,27;12;7,01;441.75;752;R$ 3.300,00;34;BA;F;Ativo;0;0;NAO
C0013163;643ypllsb79;17-07-2025;EP;SITE;R$ 1.166,14;6;9,02;2.204,03;636;1.590,00;42;SP;M;Ativo;0;0;NAO
C0024536; LL9855K6KNY ;20/08/2025;cartao;APP;1.783,80;10;15,57;3.064,58;640;1380.00;36;GO;F;Ativo;0;0;NAO
C0039108;UUGJQ7DAGCQ;04/09/2025;CREDIARIO;PARCEIRO;R$ 507,87;24;7,62;1.079,04;698;2.450,00;62;SP;M;Cancelado;0;0;NAO
C0025839;QZ3C62FYKR8;2025-08-28;CARTAO;App;R$ 1.706,88;6;10,11;2.148,97;671;2.010,00;28;MG;F;Ativo;0;0;NAO
C0038297;NR8L6PA4QC8;24-07-2025;Emprestimo Pessoal;LOJA;R$ 501,60;12;7,94;933.40;656;960,00;29;SC;F;Quitado;0;0;NAO
C0003932;R8SENWMP5PK;04-10-2025;CREDIARIO;site;1141.90;12;5,13;1.339,18;691;R$ 1.940,00;31;RS;M;Ativo;0;0;NAO
C0005077;CBG5BD8VUBN;14/10/2025;CDC;loja;490,33;18;8,33;737.54;672;1.300,00;;GO;M;Ativo;0;0;NAO
C0033388;FUKJ9RC8ELR;2025-07-20;EP;Loja;627,57;12;10,65;R$ 821,12;624;2.460,00;42;RS;M;Ativo;0;0;NAO
C0043301;FE4UNZKGWE8;2025-08-17;ep;site;803.85;24;8,05;1439.23;633;5.950,00;41;SP;F;Ativo;0;0;NAO
C0026797;4G4NGEB2AA4;19/07/2025;cartao;Parceiro;365,89;12;10,13;547,36;643;1930.00;49;DF;M;Quitado;0;0;NAO
C0047326;CVPJQYCUWRF;19/09/2025;Crediário;SITE;1177.00;12;14,59;R$ 2.611,68;445;2.930,00;18;CE;M;Ativo;0;0;SIM
C0015947;6TW7GMVXGDQ;12-10-2025;Crediário;loja;1024.60;3;10,60;R$ 1.618,03;591;2650.00;36;SP;F;Quitado;0;1;SIM
C0046974;9E454CSQ8AX;2025-11-12;Emprestimo Pessoal;APP;1.384,77;9;11,44;2150.24;544;R$ 4.230,00;58;RJ;M;Ativo;0;0;SIM
C0014121;4LC489AQLLN;2025-07-17;Crediário;LOJA;921,33;6;12,79;1.909,87;562;2410.00;25;MG;M;Ativo;0;0;SIM
C0013386;AX3CU7MXNEN;24/11/2025;EP;Parceiro;564,68;18;9,01;996.03;626;4.400,00;37;PE;M;Ativo;0;0;NAO
C0009731;QYUMLJKRF6U;2025-09-11;ep;Loja;1363.13;18;8,64;2.505,28;696;;38;GO;F;Ativo;0;0;NAO
C0015957;bp87pkmnjst;19/09/2025;Cartão;PARCEIRO;1.184,04;12;17,17;2837.13;-1;-;18;MG;F;Ativo;1;1;SIM
C0036802;MTU2QWV9T94;2025-09-01;Cartão;App;386.62;9;5,22;431,29;704;1520.00;34;RJ;F;Ativo;0;0;NAO
C0018650;l7pqzmd4xdf;2025-09-05;EP;App;1.852,63;18;6,75;3683.29;631;NULL;34;RJ;M;Cancelado;0;0;SIM
C0006080;9YMVEPPMR7A;21/11/2025;ep;LOJA;600.70;12;6,72;1370.18;675;2.310,00;24;SC;M;Ativo;0;0;NAO
C0046977;VB9YJ3M2X42;12-10-2025;CREDIARIO;parceiro;700,31;10;10,11;1.337,51;561;NULL;68;PE;M;Ativo;0;0;NAO
C0016205;XXCSJMTD2LQ;2025-08-10;ep;SITE;1486.10;3;7,70;2.717,88;-1;1.510,00;18;CE;M;Ativo;0;0;NAO
C0032982;A3T8MNXN8RX;2025-09-12;EP;Loja;1.705,98;9;3,73;R$ 2.867,13;889;7.810,00;46;SP;M;Cancelado;0;0;NAO
C0008083;8XSLT9A5E6T;03/08/2025;CREDIARIO;site;157,25;12;7,39;R$ 236,84;705;2.190,00;60;MG;F;Ativo;1;1;SIM
C0041955;TQCDT6JVQYA;29/10/2025;cartao;app;469,86;18;2,50;822,00;798;5010.00;31;PR;F;Quitado;0;0;NAO
C0051191;AZN79EPWSZE;2025-06-10;ep;SITE;574.31;18;15,84;1.148,85;421;1.390,00;69;DF;M;Ativo;0;1;SIM
C0030209;XFMWASE8NH7;25/10/2025;ep;LOJA;618.98;18;10,67;R$ 1.432,45;531;4.350,00;37;SP;F;Quitado;0;1;SIM
C0041186;eng96hjh23r;20/10/2025;CREDIARIO;app;R$ 865,84;6;12,80;R$ 1.227,26;503;NULL;71;PR;F;Quitado;1;1;SIM
C0027838; 7VG2VC3276F ;10-07-2025;Emprestimo Pessoal;App;379,45;9;4,08;609,61;763;3.690,00;33;RS;F;Quitado;0;0;NAO
C0050592;T48RB4K96FX;2025-07-21;CDC;Loja;597.74;18;13,52;810.74;517;1.760,00;18;GO;M;Quitado;0;1;SIM
C0001884;hnlzmn8u7y6;2025-10-23;Empréstimo Pessoal;Site;1.059,24;3;8,95;1.085,94;545;3550.00;29;DF;F;Ativo;0;1;SIM
C0000498;ACQD4SLARE9;10/12/2025;ep;PARCEIRO;381,21;6;9,33;472,72;661;2980.00;27;RS;M;Ativo;0;0;NAO
C0028005;BQ6ESWHRM5N;02/08/2025;Crediário;parceiro;R$ 1.224,60;18;8,72;2.613,52;664;2.420,00;41;GO;F;Ativo;0;0;NAO
C0027729;8AQUQREQ5AN;19/10/2025;Empréstimo Pessoal;loja;1.722,17;12;12,04;1765.94;648;;30;PR;M;Cancelado;0;0;NAO
C0013725;T3PWEDBKVR8;23-09-2025;CARTAO;app;672,59;6;8,72;907,90;681;3.110,00;38;RJ;F;Ativo;0;0;NAO
C0019646;PYVNQDXSS7D;02/10/2025;Cartão;site;226.92;9;13,17;495,75;436;R$ 5.060,00;27;SP;F;Ativo;0;1;SIM
C0026645;KZE3HE79T83;06/09/2025;cartao;app;823,98;3;9,12;906,16;574;1.440,00;27;SP;F;Cancelado;1;1;SIM
C0039649;emk2shkktq5;30/08/2025;CREDIARIO;LOJA;543,59;9;6,23;1096.63;610;2220.00;72;RS;F;Ativo;0;0;NAO
C0023941;FHFAHBRRGLY;31/08/2025;Empréstimo Pessoal;APP;513,00;6;11,85;1.071,06;610;3720.00;25;BA;F;Ativo;0;1;SIM
C0042012;r4anc23apnx;19/11/2025;Emprestimo Pessoal;loja;1019.92;12;14,21;R$ 2.422,25;589;3.510,00;42;PR;M;Cancelado;0;0;NAO
C0026402;FVCG9V85HJD;2025-08-07;Empréstimo Pessoal;APP;R$ 273,90;6;13,56;475,69;486;2.140,00;41;BA;M;Ativo;0;1;SIM
C0033247;8FCMQZDCH2J;09/08/2025;cdc;Parceiro;913,58;12;11,57;1.969,88;570;2.350,00;38;PR;F;Ativo;0;0;NAO
C0048939;R2C2CHHM3TP;01/09/2025;Empréstimo Pessoal;LOJA;1.460,21;12;12,02;2.489,29;552;3690.00;19;RJ;M;Ativo;0;0;NAO
C0005019; KN6HSYMKYCJ ;2025-07-18;EP;loja;3.639,10;18;9,68;R$ 4.066,62;626;4200.00;36;SP;M;Ativo;0;0;NAO
C0007777;43A6H26UL5R;20/09/2025;EP;SITE;R$ 559,77;6;10,08;704.64;601;3.690,00;22;PE;F;Ativo;0;0;NAO
C0045352;FPUGEDSE3ZU;30/09/2025;Empréstimo Pessoal;parceiro;820.31;9;9,78;1.854,12;629;1900.00;63;DF;F;Ativo;0;0;NAO
C0027718;CRA2CHBK73J;21-09-2025;CREDIARIO;PARCEIRO;1.396,22;6;6,64;2.024,57;649;3310.00;42;RS;M;Cancelado;0;0;NAO
C0005928;VVHBFES7PWK;20-10-2025;CREDIARIO;app;665,49;10;7,66;1.438,57;602;1.530,00;42;MG;F;Ativo;0;0;NAO
C0024200;NUFVR9XVEY8;10-07-2025;cdc;Site;926.96;10;9,93;1.054,98;602;R$ 1.650,00;40;PR;F;Quitado;0;0;NAO
C0007781;GYC39ZVQSS6;2025-10-16;Empréstimo Pessoal;SITE;R$ 427,16;12;8,47;R$ 580,44;764;7.730,00;59;SP;M;Ativo;0;0;NAO
C0049044;N8DGEXE2P6Y;03/08/2025;ep;App;458.95;12;4,25;890.35;746;R$ 4.300,00;32;SP;M;Quitado;0;0;NAO
C0013438;75aujel8tgz;24/06/2025;ep;PARCEIRO;1.552,84;12;7,48;2055.20;783;950.00;41;MG;M;Cancelado;0;0;NAO
C0046227;2Q5GS76CE67;30/07/2025;CARTAO;App;1.474,76;10;4,79;3.253,39;766;2.360,00;32;MG;F;Ativo;0;0;NAO
C0011217;ZKBPVGAVG6L;15/07/2025;cartao;APP;5.809,06;12;13,38;R$ 7.163,36;567;1.760,00;52;GO;M;Ativo;0;0;NAO
C0020382;9M4WN4K8CJ8;29/09/2025;CREDIARIO;Site;490,79;3;6,20;721.42;705;5490.00;25;SP;M;Ativo;0;0;SIM
C0020612;95B9WV6D77Z;27/10/2025;Emprestimo Pessoal;LOJA;454.41;18;14,88;991,04;570;2.120,00;18;SP;M;Ativo;0;1;SIM
C0028273;97EES5DFP9Z;2025-09-23;ep;site;660.60;10;11,72;824,03;671;1390.00;41;DF;M;Ativo;0;0;NAO
C0042119;RUBF6TT8EV2;09/10/2025;Emprestimo Pessoal;Loja;1.203,37;12;8,17;R$ 1.412,46;575;N/I;23;SP;F;Ativo;0;0;SIM
C0050233;tg3zytlfggs;06/10/2025;Crediário;loja;582.38;18;5,78;R$ 902,04;758;2.810,00;42;MG;M;Ativo;0;0;NAO
C0040144;RMXK525LD8G;2025-08-20;CDC;App;R$ 477,28;6;12,51;1006.35;554;3610.00;25;SP;M;Ativo;0;0;SIM
C0019029;9FC4TPQX9XU;21/07/2025;Emprestimo Pessoal;APP;668,55;12;3,67;1.367,38;659;1.690,00;39;SP;F;Ativo;0;0;NAO
C0004780;WVBSGF5JV5V;2025-09-14;Crediário;App;172.27;18;17,87;R$ 292,84;516;2760.00;43;RJ;M;Ativo;0;0;NAO
C0050071;MMB5HLY43SV;2025-07-25;ep;app;746,80;24;10,32;1546.21;511;NULL;1;CE;M;Ativo;0;0;NAO
C0041987;XG8FN2PNY5P;01/09/2025;Empréstimo Pessoal;LOJA;563.44;6;8,49;789,13;688;2590.00;26;SP;M;Ativo;0;0;NAO
C0050648;47VPWKWSZJU;2025-11-17;Emprestimo Pessoal;App;1.048,05;10;5,07;2.030,35;718;1.540,00;37;DF;F;Ativo;0;0;NAO
C0010337;X8WUVCAVR9R;29-06-2025;cdc;LOJA;332,37;24;8,44;R$ 513,59;714;R$ 2.390,00;46;SC;F;Ativo;0;0;NAO
C0012090;2KVF4KDDFZC;2025-10-15;CDC;Site;R$ 367,16;9;8,42;516,57;606;R$ 3.410,00;58;RJ;M;Cancelado;0;0;NAO
C0046713;jgds3eg3hgf;03/12/2025;Emprestimo Pessoal;APP;446,90;18;8,23;843.83;690;2.740,00;36;MG;F;Ativo;0;0;NAO
C0000852; HYU3EHKL6ZT ;2025-09-27;EP;parceiro;326,22;6;7,69;392,13;619;1.390,00;23;PE;M;Quitado;0;0;NAO
C0032101;G3PEXLUSUY8;20/08/2025;CREDIARIO;Parceiro;1544.56;9;10,88;2.769,58;620;R$ 4.120,00;36;CE;M;Quitado;0;0;NAO
C0050412;GRSZRKRCELZ;02/07/2025;CREDIARIO;Loja;219.96;6;13,23;488,24;550;2.750,00;52;SP;M;Quitado;0;0;NAO
C0025776;HPCFTBD2QVY;30/09/2025;cartao;Site;599,30;12;7,47;1.024,98;646;R$ 2.700,00;26;SP;F;Cancelado;0;0;NAO
C0008990;UDJWXC2PVG9;07/08/2025;ep;Parceiro;375.07;3;5,68;865,92;705;R$ 4.020,00;49;SP;M;Ativo;0;0;NAO
C0011247;PH3C3TN37PT;2025-09-10;Cartão;LOJA;296.14;6;5,98;483,40;675;3.500,00;47;RS;F;Quitado;0;0;NAO
C0051119;jbf48l2zcru;12/07/2025;cartao;app;357.52;18;9,50;749,00;676;2340.00;22;BA;M;Ativo;0;0;NAO
C0039519;cc5e37uvarr;2025-11-22;Empréstimo Pessoal;SITE;1.055,70;3;15,99;1.098,17;556;;33;CE;M;Ativo;0;1;SIM
C0004942;FVMRR399CZZ;2025-07-01;EP;PARCEIRO;R$ 420,17;24;10,26;870,23;596;1.950,00;28;PA;F;Ativo;0;0;NAO
C0034337;7zjkuwnmgdu;2025-06-08;ep;App;407.32;6;5,43;772,56;727;R$ 5.110,00;43;SP;M;Ativo;0;0;NAO
C0020898;SCUQNL4WBYK;02/08/2025;CDC;Site;1.858,45;6;9,84;R$ 3.259,57;695;1.610,00;31;DF;M;Quitado;0;0;NAO
C0050382;QAMPVTFQNUV;2025-08-03;CREDIARIO;APP;624,68;12;13,66;807,07;474;2350.00;47;SP;M;Ativo;1;1;SIM
C0038230;RNU6ZNQGAVH;05/09/2025;CREDIARIO;Parceiro;R$ 897,56;24;8,15;1.646,29;716;3300.00;45;PR;F;Cancelado;0;0;NAO
C0005323;4KAG4KBN558;04/10/2025;CARTAO;app;499.88;3;8,64;677.86;682;1.970,00;61;SP;F;Quitado;0;0;NAO
C0027985;Z4NNWSLV6VY;2025-10-10;ep;APP;R$ 461,69;24;7,40;803.46;704;2.330,00;34;PR;M;Ativo;0;0;NAO
C0017139;A36CWP83XMM;22/10/2025;Emprestimo Pessoal;Parceiro;2.961,37;18;12,49;6253.26;701;2.000,00;18;RJ;F;Quitado;1;1;SIM
C0040975;UWQBBJXD5PL;2025-10-13;Empréstimo Pessoal;App;377,95;3;6,33;677,13;675;2.300,00;27;CE;F;Ativo;0;0;NAO
C0033033;E6WAQQ4UGAD;24/09/2025;Cartão;loja;351.96;18;18,00;639,56;416;2570.00;51;PE;M;Ativo;1;1;SIM
C0044295; HLC9968LL3U ;05/07/2025;CREDIARIO;SITE;810,99;18;6,33;1874.07;660;2500.00;45;PE;M;Ativo;0;0;NAO
C0016795;78EWWP2GEM6;2025-09-29;CREDIARIO;parceiro;693,28;9;9,20;1.456,85;646;4.740,00;46;RJ;M;Ativo;0;0;NAO
C0025957;ZSBM2YXJ2MM;06/11/2025;EP;LOJA;476,12;24;9,19;682.92;616;5.180,00;38;RJ;F;Ativo;0;0;NAO
C0032061;9E86GAQZCAJ;16/09/2025;Emprestimo Pessoal;Loja;R$ 881,36;12;13,73;884,72;497;0;36;GO;M;Quitado;0;0;NAO
C0041641;ZWKZKW8WRKD;2025-09-10;Emprestimo Pessoal;parceiro;310,02;10;7,84;652,61;623;3.050,00;40;MG;F;Ativo;0;0;NAO
C0009632;XGD5B7XMULP;2025-07-01;ep;site;622,50;12;5,56;1369.04;700;5.050,00;;SP;F;Quitado;0;0;NAO
C0046193;JAGBV5778J6;14-08-2025;Empréstimo Pessoal;site;650,68;24;15,50;857,50;470;2.510,00;21;MG;M;Ativo;0;0;SIM
C0047599;9KKTBDKTX3S;2025-09-01;CREDIARIO;loja;408.48;10;6,67;568.28;688;3.500,00;69;BA;F;Ativo;0;0;NAO
C0008549;e2f8gcwgjdx;17/11/2025;ep;app;1.200,15;12;9,12;2.780,93;615;4.600,00;54;SC;F;Cancelado;0;1;SIM
C0009291;HMR3A2C5DHM;2025-10-21;EP;site;534,91;18;9,61;651,98;638;2940.00;38;RJ;M;Ativo;0;0;NAO
C0028746;NEYMLSUTD8Y;28/09/2025;Emprestimo Pessoal;Loja;658,77;24;7,20;966.02;661;1.930,00;28;RJ;M;Cancelado;0;0;NAO
C0040889;6DTT659WW7N;03/07/2025;ep;APP;729,38;6;9,00;R$ 998,97;664;7780.00;44;GO;M;Ativo;0;0;NAO
C0046062;F2Q538JAHJW;13/09/2025;Emprestimo Pessoal;App;1.879,78;24;9,48;4.436,32;653;4350.00;30;BA;M;Ativo;0;0;NAO
C0016651; 625R6GXNGNX ;17/06/2025;CARTAO;APP;2882.56;6;11,68;4.833,13;568;R$ 3.980,00;43;RS;F;Ativo;0;0;NAO
C0044128;HLPPMMXACV4;13-08-2025;CARTAO;LOJA;R$ 1.261,05;6;14,27;2134.37;525;5.250,00;41;SP;F;Ativo;1;1;SIM
C0025287;9JEGJ7ZHHBA;05/08/2025;ep;loja;R$ 437,43;9;6,85;896.64;738;3730.00;29;RJ;F;Ativo;0;0;NAO
C0011453;J4W823T3KCG;18/10/2025;ep;App;281,62;12;13,77;553,77;498;R$ 2.010,00;30;SP;M;Ativo;1;1;SIM
C0014328;dqe7dnjpzlz;16/07/2025;cartao;Loja;R$ 686,04;18;11,21;1395.55;615;N/I;45;SC;M;Ativo;0;0;SIM
C0024830;L8TNSLZSPCR;21-08-2025;CARTAO;app;654,05;10;13,68;R$ 841,88;650;2.440,00;76;PE;F;Ativo;0;0;NAO
C0036908;F4CRBPZDH89;11/07/2025;CARTAO;Parceiro;347,59;9;13,83;668,99;529;0;22;RS;M;Ativo;0;1;SIM
C0045414; 3THT6M4QZJN ;2025-07-27;Cartão;Loja;1302.74;3;10,80;2.250,80;658;5.440,00;40;PR;F;Ativo;1;1;SIM
C0048876;FNCGC55T9EF;01/11/2025;ep;App;798.91;9;5,87;1249.27;682;1.250,00;47;RJ;F;Ativo;0;0;NAO
C0034956;MCEXDM62H4S;04/07/2025;Emprestimo Pessoal;PARCEIRO;2.667,35;10;3,41;5732.85;705;R$ 2.520,00;66;SP;M;Ativo;0;0;NAO
C0040504;JSZQQZKYRXX;21/11/2025;ep;app;1.498,25;18;12,64;3.291,38;422;2.290,00;35;RJ;M;Ativo;0;1;SIM
C0041866;Z7Y4Y5D3VVJ;03/07/2025;EP;LOJA;684,63;12;12,36;1264.60;577;R$ 2.510,00;29;PA;M;Ativo;1;1;SIM
C0013027;AJFET2ZPPH5;30-11-2025;Emprestimo Pessoal;Site;907,95;12;11,75;1.208,50;598;2750.00;22;RS;F;Quitado;0;0;SIM
C0009420;KEZRGK9UX5N;17/07/2025;Cartão;Site;856.23;9;5,92;1.409,38;701;N/I;45;RS;F;Ativo;0;0;NAO
C0048156; TDHCHE6EXUQ ;18-08-2025;Empréstimo Pessoal;site;R$ 914,43;12;15,00;1.934,78;483;1.060,00;33;RS;F;Ativo;0;0;SIM
C0011355;SN4MUKMBVSL;04-11-2025;Emprestimo Pessoal;Parceiro;945,59;18;11,65;R$ 1.404,04;683;R$ 2.940,00;55;SP;M;Quitado;0;0;NAO
C0037690;Q3HW4423393;2025-07-25;EP;loja;R$ 700,91;9;11,95;R$ 1.297,32;552;2.330,00;22;BA;M;Ativo;1;1;SIM
C0034235;mc43x7az2nn;24/10/2025;Empréstimo Pessoal;Site;1.039,90;18;4,01;R$ 1.459,80;778;1590.00;21;SC;M;Ativo;0;0;NAO
C0029997;SWDHKJD5PDE;2025-08-24;Cartão;loja;294,34;12;9,42;322,90;647;1.490,00;67;SP;M;Ativo;1;1;SIM
C0046980;4C4B9ZL95CY;2025-08-09;Emprestimo Pessoal;Site;403.83;18;8,23;877.80;666;0;33;RJ;F;Cancelado;0;0;NAO
C0003551;V43ACM8R6B8;22/11/2025;Crediário;Loja;456,67;18;12,09;1074.34;574;0;41;RJ;M;Quitado;0;0;NAO
C0015821;M3MMN23VJMT;15/08/2025;ep;PARCEIRO;1550.85;18;9,64;2.477,41;651;2.830,00;31;PA;M;Ativo;0;0;NAO
C0026598;E32MZKL6WUJ;08/09/2025;CREDIARIO;LOJA;R$ 1.120,87;3;7,86;2.394,85;668;2.920,00;37;MG;M;Quitado;0;0;NAO
C0006928;VHX9W365F52;2025-09-26;cartao;Site;762.22;3;8,95;1503.50;641;R$ 5.570,00;39;SP;M;Quitado;1;1;SIM
C0001649;8MPAYCX3GVK;2025-09-06;cartao;APP;706,01;24;10,73;1.158,33;614;R$ 3.200,00;44;SP;M;Ativo;0;0;NAO
C0048609;JERB5JKANDW;04/10/2025;Crediário;SITE;1.598,27;6;6,06;1.610,65;857;7.780,00;38;BA;F;Ativo;0;0;NAO
C0047233;7P4FRBZ97YB;06/06/2025;EP;Loja;893,64;9;6,52;R$ 1.796,44;722;1.710,00;23;SP;M;Quitado;0;0;NAO
C0020904; NA58CJULVUP ;05-10-2025;cdc;app;495,28;24;6,10;1057.00;698;R$ 2.690,00;40;DF;M;Ativo;0;1;SIM
C0048636;FDUMFCEFAGC;2025-07-30;cdc;Parceiro;2.301,44;12;9,11;4186.90;751;2660.00;53;PA;F;Ativo;0;0;NAO
C0040850;3FCZQBAM7V9;2025-08-04;Empréstimo Pessoal;APP;748,64;18;2,50;1.304,01;862;R$ 2.840,00;23;RS;F;Ativo;0;0;NAO
C0027929;DAHMDZJDBUW;12-09-2025;ep;site;692,68;9;10,09;1.067,30;621;R$ 3.320,00;18;RJ;M;Ativo;0;0;NAO
C0013085;52Q423RL2A6;27-10-2025;cdc;App;668,23;3;4,56;1585.18;670;5.220,00;40;SP;F;Ativo;0;0;NAO
C0043489;ZBFKW6CRLUK;02/09/2025;Empréstimo Pessoal;APP;1.092,30;10;12,20;2247.92;601;4.560,00;20;PR;M;Cancelado;1;1;SIM
C0024969;K5Y7S2YBJYW;2025-08-20;ep;APP;822,22;10;13,83;1915.61;472;5.770,00;36;MG;F;Ativo;0;1;SIM
C0039898;WTQC2FYBQU5;27/10/2025;cdc;App;2.167,33;9;13,99;2.808,89;409;4.130,00;47;SP;M;Ativo;1;1;SIM
C0045777;8WSV9ZCXA38;05/10/2025;CARTAO;PARCEIRO;611,96;6;11,24;1.441,20;618;R$ 3.490,00;;PR;F;Ativo;0;0;SIM
C0003161;59RFEJXDW3E;28-07-2025;cartao;loja;R$ 597,89;12;14,80;652,08;556;3.320,00;52;DF;F;Cancelado;0;1;SIM
C0014043;TQUAVDTV8E6;20-07-2025;CDC;Site;R$ 1.413,90;9;9,67;2938.44;640;R$ 1.340,00;41;SP;F;Ativo;0;0;NAO
C0008882;YFD7MQCBTNY;23/06/2025;CARTAO;APP;658.08;6;8,07;893,11;612;1340.00;48;SP;F;Cancelado;0;0;NAO
C0000380;3EKGNKLSG6Z;21-06-2025;Emprestimo Pessoal;Parceiro;R$ 314,69;12;6,60;531.40;724;NULL;24;SP;F;Quitado;0;0;NAO
C0033434; 2MC4BG7PHU5 ;07/08/2025;Emprestimo Pessoal;LOJA;375,52;9;3,94;532.18;826;4.710,00;53;SP;M;Cancelado;0;0;NAO
C0020988;TWQWGDEF5QD;2025-08-27;Cartão;site;R$ 918,18;12;4,91;2.097,54;828;1330.00;46;SP;F;Ativo;0;0;NAO
C0029807;LMFYX8RKWMJ;2025-08-25;ep;SITE;R$ 936,61;18;2,50;1.433,00;807;2.890,00;47;SP;F;Quitado;0;0;NAO
C0037849;HN6TNURMRMT;04/11/2025;Crediário;App;613.70;10;4,78;859,72;747;2.260,00;43;RJ;F;Quitado;0;0;NAO
C0031173;7FWBTQH45M2;2025-09-23;CDC;PARCEIRO;1.131,70;12;3,86;2.006,11;845;3170.00;51;GO;F;Ativo;0;0;NAO
C0005508;E222AQJ7TVQ;08/06/2025;cartao;Site;838,22;12;9,96;R$ 882,54;579;R$ 2.250,00;47;MG;M;Quitado;0;0;NAO
C0014711;44RYSX9C6F7;27/07/2025;ep;App;808.01;3;8,63;1.326,00;677;;18;RJ;M;Ativo;0;0;SIM
C0031152;EARLSMBKSQW;26/09/2025;Cartão;PARCEIRO;309.43;6;8,22;R$ 601,66;709;3.460,00;23;BA;M;Ativo;0;0;NAO
C0004113;3C6TVBVQM2H;14/11/2025;Emprestimo Pessoal;SITE;551.17;24;13,60;1.119,68;524;R$ 4.110,00;42;SP;F;Ativo;0;0;NAO
C0034379;QPR2LTAM4Q9;22/07/2025;EP;LOJA;910.17;12;3,81;1208.05;;5.220,00;24;MG;F;Ativo;0;0;NAO
C0023966;GHQXK3EYAVJ;2025-10-02;EP;SITE;R$ 635,69;12;4,96;729.43;723;1330.00;41;PA;F;Ativo;0;0;NAO
C0002142;7pjhhza82ny;2025-10-24;CARTAO;App;R$ 907,87;3;3,20;R$ 1.621,54;785;2.080,00;30;SP;M;Ativo;0;0;NAO
C0046926;47HCCPQBEUX;03/11/2025;CARTAO;app;1.062,25;10;2,79;2.202,90;807;1.560,00;37;MG;M;Ativo;0;0;NAO
C0004635;7G8LK9QZ3QL;2025-07-05;CDC;app;287.62;24;10,93;674,45;659;3120.00;34;CE;F;Ativo;0;0;NAO
C0051575;3HJ7Y33ST6P;2025-07-07;CDC;App;R$ 1.617,60;6;15,78;3012.67;488;1.600,00;40;BA;M;Cancelado;0;0;NAO
C0015086;LMSQ4GSWKGV;29/08/2025;EP;SITE;820,03;3;6,66;1.584,45;663;3.530,00;21;BA;F;Ativo;0;0;NAO
C0036287;Y97KN5S9X22;2025-10-16;Cartão;app;1.064,47;10;6,20;2.087,87;757;3.050,00;21;SP;M;Ativo;0;0;NAO
C0017407;RWL6SAPXQSZ;26/07/2025;Crediário;LOJA;948.13;12;13,40;1.784,53;572;3.140,00;26;SP;F;Ativo;0;0;NAO
C0044471; 8C4WQ2AUDC9 ;2025-09-30;Empréstimo Pessoal;App;839.75;6;8,98;1.688,12;566;3.490,00;29;RS;F;Quitado;0;0;NAO
C0011134;FH7H5FULNS8;09-10-2025;Empréstimo Pessoal;site;R$ 1.580,96;6;12,77;R$ 2.353,91;519;4.460,00;38;DF;F;Ativo;0;0;NAO
C0030153;WPSSY66N6FJ;2025-12-03;CARTAO;loja;1.276,56;18;9,91;2.059,81;665;3.570,00;61;PR;F;Quitado;0;0;NAO
C0043643;p9m8jv3pw6u;12/08/2025;CARTAO;loja;429.50;12;13,98;920.21;493;2130.00;46;SP;M;Ativo;0;0;NAO
C0029504;9MH6SUBVLDZ;14/10/2025;Emprestimo Pessoal;Loja;R$ 718,33;10;10,54;1.327,58;533;R$ 2.220,00;18;PR;F;Quitado;0;0;SIM
C0031385;DL5YPYWX3F5;11/08/2025;Emprestimo Pessoal;app;1334.27;24;9,07;2.571,58;650;R$ 3.130,00;18;CE;M;Quitado;0;0;NAO
C0028912;R9RS87AABTC;2025-09-10;Cartão;Parceiro;920,17;10;12,61;1.029,60;593;2680.00;34;PE;M;Ativo;0;0;NAO
C0000822;AHZ575CZDCY;16/10/2025;CDC;site;521,94;12;8,83;623,68;677;2.160,00;39;SP;M;Cancelado;0;0;NAO
C0032596;V7FJHJS3CK4;30/06/2025;ep;app;1.685,91;18;3,89;1.933,74;787;3730.00;57;SP;F;Cancelado;0;0;NAO
C0040545;NWFAD6V2NVW;08/07/2025;CARTAO;Site;773,36;6;10,61;1.326,97;611;3020.00;51;SP;M;Ativo;0;0;NAO
C0033336;ZHUNHZYECPH;2025-10-07;cdc;LOJA;510.97;12;13,09;1047.33;539;NULL;46;BA;M;Ativo;0;0;NAO
C0034350;NXQFJP7JWHH;23-10-2025;Emprestimo Pessoal;APP;1.008,86;3;3,78;1.766,24;710;1.600,00;32;MG;M;Ativo;0;0;SIM
C0038400;DM9CNCKQYUY;2025-08-25;CDC;parceiro;883,91;12;10,53;1005.06;698;1.130,00;199;DF;M;Cancelado;0;0;NAO
C0043787; ZU8FPKAZR9H ;14/11/2025;cartao;app;637.96;12;7,99;1.529,07;587;3.350,00;45;GO;M;Ativo;0;1;SIM
C0015780;WVECPJ7DFR6;2025-06-14;Empréstimo Pessoal;parceiro;757.33;12;9,84;1046.47;626;1.370,00;36;RS;F;Quitado;0;0;NAO
